nondirect	 Quand le carrosse contenant la Meunière et sa jeune compagne fut arrivé au bas du coteau, la Meunière se pencha hors de la portière et jeta un regard vers le château.
directspeech	 ¶ -- Pousse tes chevaux, Josselin !
nondirect	 cria-t-elle au cocher ; il était temps !
nondirect	 ¶ Le cocher allongea une couple de vigoureux coups de fouet à son équipage.
nondirect	 Le carrosse allait comme le vent et suivait cette route naguère illuminée où la cavalcade avait passé.
nondirect	 Raoul, cependant, avait imité la Meunière.
nondirect	 Le manoir de Rohan élevait presque à pic au-dessus de l'endroit où ils étaient sa masse noire festonnée de tours pointues, qui se détachait durement sur l'azur laiteux du ciel où la lune montait.
nondirect	 Une seule fenêtre restait éclairée dans toute l'étendue de la sombre façade : c'était la croisée du boudoir.
nondirect	 ¶ Raoul crut distinguer des ombres mouvantes qui se détachaient en silhouette sur le balcon, au-devant de la fenêtre.
directspeech	 ¶ -- Avez-vous vu, madame ?
nondirect	 demanda-t-il en se penchant vers la portière.
directspeech	 ¶ -- Veille en avant de toi, l'ami
directspeech	, répondit la femme au capuchon de bure ; le danger n'est plus par derrière.
nondirect	 ¶ La route allait en descendant jusqu'au Gué-la-Vache, situé dans la Vallée, au centre d'une petite plaine, moitié lande, moitié guérêts, où ne poussaient que de rares pommiers.
nondirect	 La forêt était en-deçà et au-delà : c'était comme une vaste clairière.
nondirect	 Le Gué-la-Vache servait au passage des charrettes et des bestiaux.
nondirect	 De là au Pont-Joli on comptait une demi-lieue de pays.
nondirect	 ¶ Comme on commençait d'apercevoir l'élargissement de la rivière qui marquait le gué, Raoul revint à la portière et dit d'une voix étouffée.
directspeech	 ¶ -- Voyez !
nondirect	 ¶ Son doigt étendu montrait une prairie, à droite du gué, qui s'en allait rejoindre les taillis du côté de la Fosse-aux-Loups.
nondirect	 La lune éclairait là de ses rayons vagues un spectacle véritablement fantastique.
nondirect	 Un paysan de la Basse-Bretagne se serait cru à la nuit de la Toussaint, où pas une tombe ne reste close dans les cimetières, et où la procession des trépassés, immense, interminable, déroule ses anneaux muets sur la lande, apportant la pierre mystique qui augmente chaque année le nombre des menhirs de Carnac.
nondirect	 ¶ Mais ceux qui ont vu le cortège des spectres par une nuit de la Toussaint, disent que tous ces morts bien alignés ont leur suaire blanc sur les épaules.
nondirect	 Au contraire, la procession que Raoul voyait était comme une armée de noirs démons allant à la débandade.
nondirect	 Leur marche faisait un bruit sourd et ils ne parlaient point.
directspeech	 ¶ -- J'ai vu
nondirect	, répondit la Meunière.
directspeech	 Il y a du temps que je vois.
nondirect	 ¶ Céleste se rejeta tout au fond du carrosse.
nondirect	 Elle entendit que la Meunière lui disait : ¶ 
directspeech	-- Ne crains rien, tant que tu es près de moi, chérie.
nondirect	 ¶ Cette voix allait au cœur de Céleste.
nondirect	 Dix fois elle avait voulu demander par quel miracle la Meunière avait échappé à l'incendie du moulin.
nondirect	 Elle n'osait pas.
nondirect	 ¶ Cependant l'étrange procession qui coupait en zigzag la prairie avait, de son côté, aperçu le carrosse.
nondirect	 La tête pressa le pas, et un large cercle se forma tout à coup autour du gué.
nondirect	 Il n'y eut pas un cri.
nondirect	 Ce silence menaçait.
directspeech	 ¶ -- Ami Raoul,
directspeech	 dit la Meunière, il faut parlementer...
directspeech	 ¶ -- À coups de pistolet, morbleu !
directspeech	 interrompit le jeune cornette ; fiez-vous à moi, bonne dame ; je casserai les deux première têtes, et mon épée fera le reste !
directspeech	 ¶ -- Je ne dis pas que cela soit impossible
directspeech	, répliqua la Meunière ; mais les pères de ceux-là qui sont devant toi ont servi tes aïeux. Pousse en avant et demande-leur s'ils veulent donner passage au carrosse de Rohan.
directspeech	 Pousse en avant et demande-leur s'ils veulent donner passage au carrosse de Rohan.
nondirect	 ¶ Raoul obéit et Dieu sait qu'il pensait bien plus à ce qu'on lui disait de ses pères qu'au danger présent.
directspeech	 ¶ -- Bonnes gens,
directspeech	 cria-t-il de loin, laissez passer, je vous prie, le carrosse de Rohan.
directspeech	 ¶ -- Comment t'appelles-tu, pantin de France ?
nondirect	 demanda insolemment un gars trapu et mal tourné qui semblait le chef de la bande.
nondirect	 ¶ Raoul était maintenant assez près pour distinguer l'habillement et la tournure de ces nocturnes voyageurs.
nondirect	 C'étaient les Loups, il n'y avait pas à en douter.
nondirect	 L'uniforme général était la peau de bique et le masque de fourrure.
directspeech	 ¶ -- Le nom importe peu
directspeech	, répondit le jeune officier ; ce carrosse est à Rohan, le voulez-vous laisser passer ?
directspeech	 ¶ -- Et si ce n'était pas notre idée ?
nondirect	 demanda encore le chef.
nondirect	 ¶ Raoul le vit ramener en avant sa carabine, qui était en bandoulière, et il entendit le tic-tac d'une batterie qu'on arme.
nondirect	 Mais le Loup n'eut pas le temps de mettre en joue.
nondirect	 Un cri particulier, et que les gens des villes n'ont jamais entendu, s'éleva dans le silence de la nuit : un cri qui contrefaisait admirablement cet aboi lamentable, appartenant au loup d'Europe et au chacal africain.
directspeech	 ¶ -- La paix, Yaumy !
nondirect	 firent plusieurs voix.
directspeech	 Ceux-ci sont des nôtres.
directspeech	 ¶ -- Et qui me commande ici !
directspeech	 s'écria le joli sabottier en frappant rudement la terre de la crosse de son mousquet, est-ce donc si difficile que d'apprendre à hurler comme un loup ? Je veux voir ce qu'il y a dans ce carrosse !
directspeech	 Je veux voir ce qu'il y a dans ce carrosse !
nondirect	 ¶ Le carrosse avait continué d'avancer, il n'était plus qu'à quelques pas.
directspeech	 ¶ -- Regardez les armoiries
nondirect	, dit Raoul.
nondirect	 ¶ Pendant qu'on parlementait ainsi, la queue de la procession arrivait et se massait.
nondirect	 Il y avait autour du gué une véritable armée.
nondirect	 Le joli sabotier se mit au-devant des chevaux, qui s'arrêtèrent.
directspeech	 ¶ -- Place !
directspeech	 dit le cocher, tu fais là de triste besogne, cousin Yaumy !
directspeech	 ¶ -- Place !
nondirect	 répéta Raoul en s'élançant, l'épée haute, sur le chef des Loups.
nondirect	 ¶ Mais la foule s'était déjà pressée autour de lui.
nondirect	 Un vigoureux gars sauta sur la croupe de son cheval et le saisit à bras-le-corps.
nondirect	 ¶ À la voix du cocher, le joli sabotier avait reculé d'un pas.
nondirect	 Il remit sa carabine sur l'épaule.
directspeech	 ¶ -- Fallait parler, Josse, ma vieille
directspeech	, dit-il ; j'aurais été bien fâché de te mettre une balle dans le corps.
directspeech	 ¶ Ce fut un grand cri dans la cohue, quand on entendit ce nom ; tous crièrent : ¶ -- Josse ! maître Josselin ! le fils à dame Michon Guitan ! Le voilà revenu !
directspeech	 maître Josselin ! le fils à dame Michon Guitan ! Le voilà revenu !
directspeech	 le fils à dame Michon Guitan ! Le voilà revenu !
directspeech	 Le voilà revenu !
directspeech	 ¶ Et mille voix demandèrent : ¶ -- Avez-vous retrouvé notre bonne demoiselle à Paris, maître Josselin ?
directspeech	 ¶ -- Nous parlerons de ceci une autre fois, mes amis
directspeech	, répondit le cocher ; faites place !
directspeech	 ¶ -- Faites place !
directspeech	 répéta Yaumy, puisque c'est l'idée de Josse.
nondirect	 ¶ Point n'était besoin de cet ordre.
nondirect	 Les Loups se rangèrent de bon gré, formant deux longues haies des deux côtés du gué.
nondirect	 Si quelques-uns s'approchèrent de trop près, ce fut pour essayer de toucher la main du fils de la Michon.
nondirect	 ¶ Le voyageur Julot, celui qui avait découvert Paris, se démenait comme un diable pour prouver qu'il avait familiarité avec maître Josselin.
nondirect	 Il fit tomber rudement à terre le bon gars qui s'était hissé en croupe derrière Raoul, et celui-ci, libre, piqua des deux pour se reporter en avant du carrosse.
