nondirect	 ¶ La veille, à dix heures du soir, le Chourineur s'était exactement trouvé au rendez-vous que lui avait assigné Rodolphe.
nondirect	 La suite de ce récit fera connaître le résultat de ce rendez-vous.
nondirect	 ¶ Il était donc midi.
nondirect	 Il pleuvait à torrents ; la Seine, gonflée par des pluies presque continuelles, avait atteint une hauteur énorme et inondait une partie du quai.
nondirect	 ¶ Rodolphe regardait de temps à autre avec impatience du côté de la barrière ; enfin, avisant au loin un homme et une femme qui s'avançaient abrités par un parapluie, il reconnut la Chouette et le Maître d'école.
nondirect	 ¶ Ces deux personnages étaient complètement métamorphosés : le brigand avait abandonné ses méchants habits et son air de brutalité féroce ; il portait une longue redingote de castorine verte et un chapeau rond ; sa cravate et sa chemise étaient d'une extrême blancheur.
nondirect	 Sans l'épouvantable hideur de ses traits et le fauve éclat de son regard, toujours ardent et mobile, on eût pris cet homme, à sa démarche paisible, assurée, pour un honnête bourgeois.
nondirect	 ¶ La borgnesse, aussi endimanchée, portait un bonnet blanc, un grand châle en bourre de soie, façon cachemire, et tenait à la main un vaste cabas.
nondirect	 ¶ La pluie avait un moment cessé ; Rodolphe surmonta un moment de dégoût et marcha droit au couple affreux.
nondirect	 ¶ À l'argot du tapis-franc le Maître d'école avait substitué un langage presque recherché, qui paraissait d'autant plus horrible qu'il annonçait un esprit cultivé et qu'il contrastait avec les forfanteries sanguinaires de ce brigand.
nondirect	 ¶ Lorsque Rodolphe s'approcha de lui, le Maître d'école le salua profondément ; la Chouette fit la révérence.
directspeech	 ¶ -- Monsieur... votre très-humble serviteur...
nondirect	, dit le Maître d'école.
directspeech	 À vous rendre mes devoirs, enchanté de faire... ou plutôt de refaire votre connaissance... car avant-hier vous m'avez octroyé deux coups de poing à assommer un rhinocéros. Mais ne parlons pas de cela maintenant : c'était une plaisanterie de votre part, j'en suis sûr... une simple plaisanterie. N'y pensons plus... de graves intérêts nous rassemblent. J'ai vu hier soir, à onze heures, le Chourineur au tapis-franc ; je lui ai donné rendez-vous ici ce matin, dans le cas où il voudrait être notre collaborateur ; mais il paraît qu'il refuse décidément.
directspeech	 Mais ne parlons pas de cela maintenant : c'était une plaisanterie de votre part, j'en suis sûr... une simple plaisanterie. N'y pensons plus... de graves intérêts nous rassemblent. J'ai vu hier soir, à onze heures, le Chourineur au tapis-franc ; je lui ai donné rendez-vous ici ce matin, dans le cas où il voudrait être notre collaborateur ; mais il paraît qu'il refuse décidément.
directspeech	 N'y pensons plus... de graves intérêts nous rassemblent. J'ai vu hier soir, à onze heures, le Chourineur au tapis-franc ; je lui ai donné rendez-vous ici ce matin, dans le cas où il voudrait être notre collaborateur ; mais il paraît qu'il refuse décidément.
directspeech	 J'ai vu hier soir, à onze heures, le Chourineur au tapis-franc ; je lui ai donné rendez-vous ici ce matin, dans le cas où il voudrait être notre collaborateur ; mais il paraît qu'il refuse décidément.
directspeech	 ¶ -- Vous acceptez donc !
directspeech	 ¶ -- Si vous vouliez, monsieur... Votre nom ?
directspeech	 ¶ -- Rodolphe.
directspeech	 ¶ -- Monsieur Rodolphe... nous entrerions au Panier-Fleuri... ni moi ni madame nous n'avons déjeuné... Nous parlerions de nos petites affaires en cassant une croûte.
directspeech	 ¶ -- Volontiers.
directspeech	 ¶ -- Nous pouvons toujours causer en marchant. Vous et le Chourineur devez sans reproche un dédommagement à ma femme et à moi... Vous nous avez fait perdre plus de deux mille francs. La Chouette avait rendez-vous, près de Saint-Ouen, avec un grand monsieur en deuil qui était venu vous demander l'autre soir au tapis-franc ; il proposait deux mille francs pour vous faire quelque chose... Le Chourineur m'a à peu près expliqué cela... Mais j'y pense, Finette,
directspeech	 Vous et le Chourineur devez sans reproche un dédommagement à ma femme et à moi... Vous nous avez fait perdre plus de deux mille francs. La Chouette avait rendez-vous, près de Saint-Ouen, avec un grand monsieur en deuil qui était venu vous demander l'autre soir au tapis-franc ; il proposait deux mille francs pour vous faire quelque chose... Le Chourineur m'a à peu près expliqué cela... Mais j'y pense, Finette,
directspeech	 La Chouette avait rendez-vous, près de Saint-Ouen, avec un grand monsieur en deuil qui était venu vous demander l'autre soir au tapis-franc ; il proposait deux mille francs pour vous faire quelque chose... Le Chourineur m'a à peu près expliqué cela... Mais j'y pense, Finette,
directspeech	 dit le brigand, va choisir un cabinet au Panier-Fleuri et commander le déjeuner : des côtelettes, un morceau de veau, une salade et deux bouteilles de Beaune première ; nous te rejoignons.
nondirect	 ¶ La Chouette n'avait pas un instant quitté Rodolphe du regard ; elle partit après avoir échangé un coup d'œil avec le Maître d'école.
nondirect	 Celui-ci reprit : ¶ 
directspeech	-- Je vous disais donc, monsieur Rodolphe, que le Chourineur m'avait édifié sur cette proposition de deux mille francs.
directspeech	 ¶ -- Qu'est-ce que ça signifie, édifier ?
directspeech	 ¶ -- C'est juste... ce langage est un peu ambitieux pour vous ; je voulais dire que le Chourineur m'avait à peu près appris ce que voulait de vous ce grand monsieur en deuil, avec ses deux mille francs.
directspeech	 ¶ -- Bien, bien...
directspeech	 ¶ -- Ça n'est pas déjà si bien, jeune homme ; car le Chourineur ayant rencontré hier matin la Chouette près de Saint-Ouen, il ne l'a pas quittée d'une semelle dès qu'il a vu arriver le grand monsieur en deuil ; de sorte que celui-ci n'a pas osé approcher. C'est donc deux mille francs qu'il faut que vous me fassiez regagner, sans compter cinq cents francs pour un portefeuille que nous devions rendre, mais que nous n'aurions pas d'ailleurs rendu, inspection faite des papiers qui nous ont paru valoir mieux que ça.
directspeech	 C'est donc deux mille francs qu'il faut que vous me fassiez regagner, sans compter cinq cents francs pour un portefeuille que nous devions rendre, mais que nous n'aurions pas d'ailleurs rendu, inspection faite des papiers qui nous ont paru valoir mieux que ça.
directspeech	 ¶ -- Il contient donc de grandes valeurs ?
directspeech	 ¶ -- Il contient des papiers qui m'ont paru fort curieux, quoique la plupart soient écrits en anglais ; et je les garde là
nondirect	, dit le brigand en frappant sur la poche de côté de sa redingote.
nondirect	 ¶ En apprenant que le Maître d'école avait encore les papiers saisis l'avant-veille sur Tom, Rodolphe fut très-satisfait ; ils étaient pour lui d'une haute importance.
nondirect	 Ses instructions au Chourineur n'avaient pas eu d'autre but que d'empêcher Tom de s'approcher de la Chouette ; celui-ci garderait alors le portefeuille, et Rodolphe espérait s'en rendre possesseur.
directspeech	 ¶ -- Je garde donc ces papiers comme une poire pour la soif,
directspeech	 dit le brigand ; car j'ai trouvé l'adresse du monsieur en deuil, et, d'une façon ou d'une autre, je le reverrai.
directspeech	 ¶ -- Nous pourrons faire affaire si vous voulez ; si notre coup réussit, je vous achèterai ces papiers, moi qui connais l'homme ; ça me va mieux qu'à vous.
directspeech	 ¶ -- Nous verrons... Mais d'abord revenons à nos moutons.
directspeech	 ¶ -- Eh bien ! donc, j'avais proposé une affaire superbe au Chourineur ; il avait d'abord accepté, puis il s'est dédit.
directspeech	 donc, j'avais proposé une affaire superbe au Chourineur ; il avait d'abord accepté, puis il s'est dédit.
directspeech	 ¶ -- Il a toujours eu des idées singulières...
directspeech	 ¶ -- Mais en se dédisant il m'a observé...
directspeech	 ¶ -- Il vous a fait observer...
directspeech	 ¶ -- Diable... vous êtes à cheval sur la grammaire.
directspeech	 ¶ -- Maître d'école, c'est mon état.
