nondirect	 ¶ IV ¶ En sortant du Palais de Justice, la comtesse de Pommeuse était rentrée chez elle directement et elle y était rentrée seule.
nondirect	 ¶ Elle n'avait pas voulu que Maxime de Chalandrey l'accompagnât, quoiqu'il eût beaucoup insisté pour la reconduire, et ils s'étaient séparés à la porte du cabinet du juge.
nondirect	 ¶ Elle supposait, non sans motif, qu'on allait la surveiller, et elle tenait à ne compromettre personne.
nondirect	 ¶ Peut-être aussi gardait-elle rancune à Maxime qui l'avait assez mal secondée devant le juge.
nondirect	 Elle comptait sur Maxime pour confondre le chef des assassins, et Maxime, qui ne l'avait pas reconnu, s'était borné à reprocher violemment au banquier Maubert de calomnier Lucien Croze.
nondirect	 ¶ Maxime était cependant plus excusable qu'elle qui n'avait pas eu assez d'énergie pour persister dans sa première déclaration contre un scélérat qui l'avait épargnée après le crime du pavillon.
nondirect	 ¶ L'affreux Maubert devait à la faiblesse de la pauvre comtesse d'avoir pu se retirer librement, alors que le magistrat qui l'interrogeait aurait dû l'envoyer tout droit au dépôt de la préfecture.
nondirect	 ¶ Il se pouvait qu'il ne perdît rien pour attendre, mais il était encore en état de nuire et de se venger de Lucien qui lui avait valu d'être appelé devant la justice.
nondirect	 ¶ Il aurait mieux fait de s'en prendre à lui-même qui s'était mal à propos avisé de le chasser et de le dénoncer pour complaire à Tévenec, dont les imprudences n'avaient pas peu contribué à le mettre dans l'embarras.
nondirect	 ¶ Mais les coquins ne raisonnent pas toujours juste.
nondirect	 ¶ Madame de Pommeuse était fondée à trembler pour le généreux garçon qu'elle aimait, qui l'aimait et qui était venu la délivrer rue Gazan.
nondirect	 ¶ Ce n'était pas sa faute, à lui, si Pigache et ses agents avaient envahi la maison avant que la comtesse eût le temps de fuir.
nondirect	 ¶ Elle aspirait à le revoir et elle n'osait pas aller rue des Dames, de peur d'être suivie.
nondirect	 ¶ Elle n'osait plus rien.
nondirect	 ¶ Elle se croyait perdue, alors qu'elle aurait dû se féliciter du résultat de son entrevue avec le juge d'instruction, puisque ce magistrat la mettait hors de cause dans l'affaire du crime du pavillon, et cela après avoir entendu sa confession complète.
nondirect	 ¶ Il semblait même disposé à ne pas s'occuper de ce frère contumace dont elle avait avoué la présence à Paris.
nondirect	 ¶ De sorte que, par le fait, la situation d'Octavie de Pommeuse, née Grelin, était plus nette et moins inquiétante, depuis qu'elle avait comparu devant la justice.
nondirect	 ¶ Elle n'avait plus rien à cacher, pas même l'origine de sa fortune, puisqu'elle était décidée à se dépouiller d'un bien mal acquis par son père.
nondirect	 ¶ Et, malgré tout, elle était la plus malheureuse des femmes.
nondirect	 ¶ Le passé l'accablait, l'avenir l'effrayait, et le présent n'était qu'un supplice.
nondirect	 ¶ Elle avait eu, en arrivant à son hôtel, le crève-cœur de s'apercevoir que ses gens la soupçonnaient.
nondirect	 ¶ Julie Granger s'était sincèrement réjouie de la revoir ; mais Julie Granger s'était abstenue de la questionner et la comtesse n'avait pas eu le courage de lui raconter son aventure.
nondirect	 ¶ La comtesse s'était enfermée dans sa chambre et elle y avait passé une nuit horrible, une nuit d'insomnie et de cauchemars, une de ces nuits qui vieillissent une femme en quelques heures.
nondirect	 ¶ Le matin seulement elle avait pu prendre un peu de repos ; elle se leva très tard et elle s'habilla lentement, comme on s'habille quand on n'attend rien de bon de la journée qui commence.
nondirect	 ¶ Et elle n'eut qu'à se regarder dans une glace pour constater que son charmant visage se ressentait cruellement des fatigues et des émotions de la veille.
directspeech	 ¶ -- Lucien ne m'aimera plus
nondirect	, murmura-t-elle.
nondirect	 ¶ Au fond, elle espérait bien que l'amour de ce brave et généreux garçon survivrait à cette nouvelle épreuve ; mais, dans la situation d'esprit où elle était, elle ne prévoyait que des malheurs.
nondirect	 ¶ Elle s'étonnait qu'il ne fût pas encore venu la rassurer et elle se demandait si le juge, se ravisant, n'avait pas fait appeler, pour l'interroger aussi, Lucien Croze, que M. Pigache avait pris sur lui de laisser en liberté, après l'avoir presque arrêté dans la maison de la rue Gazan.
nondirect	 ¶ Et elle n'avait là personne à qui parler de ses inquiétudes.
nondirect	 ¶ Julie Granger, après l'avoir revue, s'était empressée de regagner les hauteurs de la rue du Rocher, et la pauvre comtesse ne pouvait pas confier ses chagrins à sa femme de chambre.
nondirect	 ¶ C'est le supplice des riches d'être entourés de serviteurs indifférents ou suspects qui ne s'associent pas à leurs douleurs et qui ne songent qu'à surprendre leurs secrets.
nondirect	 ¶ Madame de Pommeuse ne se sentait pas le courage de rester dans cette incertitude qui la tuait, et après avoir longtemps hésité, elle résolut d'écrire à Odette, pour lui demander des nouvelles de Lucien.
nondirect	 ¶ Lucien avait dû raconter à sa sœur, sinon tout ce qui s'était passé, du moins une partie de ses aventures, et s'il lui avait dit qu'il s'était fiancé à la comtesse, Odette ne manquerait pas de répondre.
nondirect	 ¶ Peut-être même viendrait-elle à l'hôtel de l'avenue Marceau.
nondirect	 ¶ Et entre la jeune veuve et la jeune fille, l'accord serait bientôt fait.
nondirect	 ¶ Il ne s'agissait que de trouver quelqu'un de sûr pour porter la lettre qui n'arriverait pas assez vite par la poste, et madame de Pommeuse, qui se défiait maintenant de tous ses domestiques, pensa que le mieux serait d'envoyer tout simplement un commissionnaire en lui recommandant d'attendre la réponse.
nondirect	 ¶ La question était de savoir si ce messager médaillé trouverait mademoiselle Croze chez elle.
nondirect	 ¶ Assurément, elle ne travaillait plus au portrait de Maxime de Chalandrey, qu'un accident avait mis dans l'impossibilité de poser, depuis bien des jours.
nondirect	 ¶ Avait-elle repris la copie qu'elle exécutait au musée du Louvre ?
nondirect	 ¶ Madame de Pommeuse en était aux conjectures, mais pour se rappeler au souvenir d'Odette, elle n'avait pas le choix des moyens.
nondirect	 ¶ Elle écrivit donc, et elle y mit du temps, car la rédaction de ce billet ne laissait pas que de l'embarrasser, dans l'ignorance où elle était des intentions de la sœur, et même de celles du frère, car elle ne comptait plus qu'à demi sur les serments des hommes.
nondirect	 ¶ Elle en vint à bout cependant et vers trois heures, elle se décida à se mettre en quête elle-même du commissionnaire qu'elle voulait charger de la lettre.
