nondirect	 ¶ La fête des Arquebuses du village de Ramberg est célèbre dans toute l'Allemagne du sud-ouest.
nondirect	 Les fils de la Souabe antique sont grands amateurs d'exercices du corps.
nondirect	 Ils ont, comme presque tous les Germains d'origine, d'énormes prétentions à l'adresse.
nondirect	 ¶ Ramberg est un gros bourg situé sur le Necker, à égale distance de Stuttgard et de Tubingue, dans la direction de la forêt Noire.
nondirect	 Les maisons du village sont perchées au sommet d'une colline couverte de cette belle végétation qui fait de Wurtemberg le jardin de l'Allemagne, et les ruines de l'ancien château fort, résidence abandonnée des barons de Ramberg, élèvent encore au-dessus des maisons leurs murailles colossales drapées dans un sombre manteau de lierre.
nondirect	 ¶ Au pied de la colline coule le fleuve qui s'en va serpentant le long d'une délicieuse vallée.
nondirect	 ¶ L'université principale du royaume de Wurtemberg a son siége à Tubingue, qui est à peine séparée de Stuttgard par trois heures de marche.
nondirect	 Au temps où se passe notre histoire, les étudiants avaient choisi Ramberg pour tenir leurs réunions de plaisir ou leurs batailleurs comices.
nondirect	 Il y avait à Ramberg, comme à Stuttgard et à Tubingue, une Maison de l'Ami et derrière cette maison, qui était le domaine de l'université, une grande et belle taverne portait pour enseigne un animal d'espèce assez problématique, aux poils hérissés, à la queue large comme un plumet de tambour-maître, et entre les pattes duquel on lisait cette légende : AU RENARD D'OR.
nondirect	 ¶ Les habitants du bourg de Ramberg professaient un grand respect pour messieurs les étudiants.
nondirect	 Ils se regardaient comme les vassaux indirects de l'université de Tubingue.
nondirect	 Les réunions d'étudiants qui se renouvelaient sans cesse amenaient dans le pays le mouvement et l'aisance.
nondirect	 Mais ces réunions amenaient aussi les agents de la police royale, et cela modérait la joie des bonnes gens de Ramberg.
nondirect	 ¶ En somme, paysans et paysannes vivaient partagés entre deux sentiments : l'amour de cette belle jeunesse qui fournissait au village son revenu le plus net, et la crainte des bagarres qui mettaient trop souvent le pays sens dessus dessous.
nondirect	 On n'y jurait que par les étudiants, mais on tremblait au seul nom de la police ; et quand les officiers des régiments royaux prolongeaient leur promenade jusqu'à Ramberg et s'y arrêtaient pour faire collation, les Rambergeois se demandaient toujours si la dernière heure du village n'allait point sonner.
nondirect	 ¶ C'est que les échos de cette charmante colline avaient répété tant de chansons séditieuses !
