Indiscrets	Ag	INDISCRET
plus	Rg	PLUS
rien	Pi	RIEN
prétendre	Vvn	PRÉTENDRE
,	Fw	,
Les	Vvc	Les
charmes	Nc	CHARME
de	S	DE
Caliste	Nc	Caliste
en	Pp	EN
ont	Vuc	AVOIR
chassé	Ge	CHASSER
Cléandre	Nc	Cléandre
;	Fw	;
Non	Vvc	Non
,	Fw	,
non	Rg	NON
,	Fw	,
le	Da	LE
seul	Ag	SEUL
amour	Nc	AMOUR
,	Fw	,
et	Cc	ET
ses	Ds	SON
brasiers	Nc	BRASIER
ardents	Ag	ARDENT
Ont	Vvc	Ont
brûlé	Ge	BRÛLER
son	Ds	SON
portrait	Nc	PORTRAIT
que	Pr	QUE
j'	Pp	JE
avais	Vuc	AVOIR
là-dedans	Rg	LÀ-DEDANS
,	Fw	,
Et	Vvc	Et
bien	Rg	BIEN
que	Cs	QUE
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
l'	Da	LE
amitié	Nc	AMITIÉ
le	Pp	IL
refasse	Vvc	REFAIRE
,	Fw	,
L'	Vvc	L'
amour	Nc	AMOUR
beaucoup	Rg	BEAUCOUP
plus	Rg	PLUS
fort	Rg	FORT
à	S	À
toute	Di	TOUT
heure	Nc	HEURE|HURE
l'	Pp	IL
efface	Vvc	EFFACER
,	Fw	,
Et	Vvc	Et
me	Pp	JE
donne	Vvc	DONNER
des	Dn	UN
lois	Nc	LOI
où	Pr	OÙ
je	Pp	JE
vois	Vvc	ALLER|VOIR
tant	Rg	TANT
d'	S	DE
appas	Nc	APPAS
Qu'	Vvc	Qu'
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
y	Pp	Y
consentir	Vvn	CONSENTIR
ou	Cc	OU
bien	Rg	BIEN
ne	Rp	NE
vivre	Vvn	VIVRE
pas	Rg	PAS
.	Fs	.
Pourquoi	Rt	POURQUOI
voudrais	Vvc	VOULOIR
-je	Vvc	-je
aussi	Rg	AUSSI
retirer	Vvn	RETIRER
ma	Ds	MON
franchise	Nc	FRANCHISE
De	Vvc	De
ces	Dd	CE
belles	Ag	BEAU
prisons	Nc	PRISON
ou	Cc	OU
Caliste	Nc	Caliste
l'	Pp	IL
a	Vuc	AVOIR
mise	Ge	METTRE|MISER
?	Fs	?
Elle	Pp	IL
sait	Vvc	SAVOIR
mon	Ds	MON
martyre	Nc	MARTYR|MARTYRE
,	Fw	,
et	Cc	ET
ses	Ds	SON
chastes	Ag	CHASTE
discours	Nc	DISCOURS
Ne	Ag	Ne
travaillent	Vvc	TRAVAILLER
jamais	Rg	JAMAIS
qu'	Cs	QUE
a	S	À
me	Pp	JE
donner	Vvn	DONNER
secours	Nc	SECOURS
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
toutefois	Rg	TOUTEFOIS
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
sa	Ds	SON
voix	Nc	VOIX
me	Pp	JE
console	Vvc	CONSOLER
,	Fw	,
Mon	Nc	Mon
mal	Rg	MAL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
de	S	DE
ceux	Pd	CELUI
que	Pr	QUE
guérit	Vvc	GUÉRIR
la	Da	LE
parole	Nc	PAROLE
.	Fs	.
Qu'	Pt	QUE
ai	Vuc	AVOIR
-je	Ge	-je
fait	Ge	FAIRE
insensé	Ag	INSENSÉ
de	S	DE
songer	Vvn	SONGER
à	S	À
guérir	Vvn	GUÉRIR
Ou	Vvc	Ou
l'	Da	LE
honneur	Nc	HONNEUR
outragé	Ge	OUTRAGER
me	Pp	JE
condamne	Vvc	CONDAMNER
à	S	À
mourir	Vvn	MOURIR
?	Fs	?
Ou	Cc	OU
la	Da	LE
raison	Nc	RAISON
emploie	Vvc	EMPLOYER
un	Dn	UN
remords	Nc	REMORD
légitime	Ag	LÉGITIME
À	Nc	À
me	Pp	JE
peindre	Vvn	PEINDRE
partout	Rg	PARTOUT
la	Da	LE
grandeur	Nc	GRANDEUR
de	S	DE
mon	Ds	MON
crime	Nc	CRIME
?	Fs	?
Mais	Cc	MAIS
bien	Rg	BIEN
qu'	Cs	QUE
elle	Pp	IL
m'	Pp	JE
accuse	Vvc	ACCUSER
au	S+Da	À+LE
fort	Rg	FORT
de	S	DE
mes	Ds	MON
ennuis	Nc	ENNUI
Et	Ag	Et
condamne	Vvc	CONDAMNER
l'	Da	LE
excès	Nc	EXCÈS
des	S+Da	DE+LE|DE+LES
transports	Nc	TRANSPORT|TRANSPORTS
ou	Pr	OÙ
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
Les	Vvc	Les
attraits	Nc	ATTRAIT
de	S	DE
Caliste	Nc	Caliste
à	S	À
qui	Pr	QUI
rien	Pi	RIEN
n'	Rp	NE
est	Vuc	ÊTRE
semblable	Ag	SEMBLABLE
Autorisent	Vvc	AUTORISER
mon	Ds	MON
crime	Nc	CRIME
,	Fw	,
et	Cc	ET
le	Pp	IL
rendent	Vvc	RENDRE
aimable	Ag	AIMABLE
.	Fs	.
Que	Cs	QUE
je	Pp	JE
sois	Vuc	ÊTRE
insensé	Ag	INSENSÉ
,	Fw	,
que	Cs	QUE
je	Pp	JE
sois	Vuc	ÊTRE
criminel	Ag	CRIMINEL
Et	Vvc	Et
digne	Ag	DIGNE
mille	Nc	MILLE
fois	Nc	FOI|FOIS
d'	S	DE
un	Dn	UN
tourment	Nc	TOURMENT
éternel	Ag	ÉTERNEL
,	Fw	,
Si	Vvc	Si
dedans	Rg	DEDANS
mes	Ds	MON
desseins	Nc	DESSEIN
mon	Ds	MON
amour	Nc	AMOUR
est	Vuc	ÊTRE
un	Dn	UN
vice	Nc	VICE
,	Fw	,
Son	Nc	SON
feu	Nc	FEU
qui	Pr	QUI
fait	Vvc	FAIRE
mon	Ds	MON
crime	Nc	CRIME
est	Vuc	ÊTRE
aussi	Rg	AUSSI
mon	Ds	MON
supplice	Nc	SUPPLICE
.	Fs	.
Ne	Rp	NE
puis	Vvc	POUVOIR
-je	Vvn	-je
pas	Rg	PAS
enfin	Rg	ENFIN
sans	S	SANS
me	Pp	JE
rendre	Vvn	RENDRE
suspect	Ag	SUSPECT
Unir	Nc	UNIR
à	S	À
mon	Ds	MON
amour	Nc	AMOUR
l'	Da	LE
honneur	Nc	HONNEUR
et	Cc	ET
le	Da	LE
respect	Nc	RESPECT
,	Fw	,
Et	Vvc	Et
sans	S	SANS
m'	Pp	JE
abandonner	Vvn	ABANDONNER
à	S	À
mes	Ds	MON
longues	Ag	LONG
tristesses	Nc	TRISTESSE
Aimer	Vvn	AIMER
tant	Rg	TANT
de	S	DE
beautés	Nc	BEAUTÉ
comme	Cs	COMME
on	Pp	ON
fait	Vvc	FAIRE
les	Da	LE
déesses	Nc	DÉESSE
?	Fs	?
Mais	Cc	MAIS
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
mal	Rg	MAL
aisé	Ag	AISÉ
près	Rg	PRÈS
d'	S	DE
un	Dn	UN
bien	Rg	BIEN
si	Rg	SI
charmant	Ga	CHARMER
D'	Vvc	D'
avoir	Vun	AVOIR
un	Dn	UN
coeur	Nc	CUR
humain	Ag	HUMAIN
sans	S	SANS
l'	Pp	IL
aimer	Vvn	AIMER
autrement	Rg	AUTREMENT
!	Fs	!
Sa	Ds	SON
divine	Ag	DIVIN
douceur	Nc	DOUCEUR
veut	Vvc	VOULOIR
que	Cs	QUE
je	Pp	JE
persévère	Vvc	PERSÉVÉRER
Et	Vvc	Et
sa	Ds	SON
pudicité	Nc	PUDICITÉ
ne	Rp	NE
veut	Vvc	VOULOIR
pas	Rg	PAS
que	Cs	QUE
j'	Pp	JE
espère	Vvc	ESPÉRER
,	Fw	,
Sa	Vvc	Sa
beauté	Nc	BEAUTÉ
me	Pp	JE
contente	Vvc	CONTENTER
et	Cc	ET
me	Pp	JE
rend	Vvc	RENDRE
malheureux	Ag	MALHEUREUX
;	Fw	;
Mais	Vvc	Mais
quelqu'un	Pi	QUELQU'UN
interrompt	Vvc	INTERROMPRE
mes	Ds	MON
pensers	Nc	pensers
amoureux	Ag	AMOUREUX
.	Fs	.
Cloridan	Nc	Cloridan
outragé	Ge	OUTRAGER
de	S	DE
la	Da	LE
seule	Ag	SEUL
mémoire	Nc	MÉMOIRE
,	Fw	,
Qui	Vvc	Qui
met	Vvc	METTRE
devant	S	DEVANT
ses	Ds	SON
yeux	Nc	OEIL|YEUX
sa	Ds	SON
honte	Nc	HONTE
et	Cc	ET
votre	Ds	VOTRE
gloire	Nc	GLOIRE
,	Fw	,
Vous	Nc	Vous
donne	Vvc	DONNER
ce	Dd	CE
cartel	Nc	CARTEL
où	Pr	OÙ
sa	Ds	SON
main	Nc	MAIN
a	Vuc	AVOIR
tracé	Ge	TRACER
Tous	Nc	TOUX
les	Da	LE
ressentiments	Nc	RESSENTIMENT
d'	S	DE
un	Dn	UN
esprit	Nc	ESPRIT
offensé	Ge	OFFENSER
.	Fs	.
Cloridan	Nc	Cloridan
se	Pp	IL
fait	Vvc	FAIRE
tort	Nc	TORT
de	S	DE
croire	Vvn	CROIRE
la	Da	LE
vengeance	Nc	VENGEANCE
Qui	Ag	Qui
promet	Vvc	PROMETTRE
à	S	À
son	Ds	SON
mal	Nc	MAL
une	Dn	UN
fausse	Ag	FAUX
allégeance	Nc	ALLÉGEANCE
,	Fw	,
J'	Vvc	J'
accepte	Vvc	ACCEPTER
toutefois	Rg	TOUTEFOIS
le	Da	LE
défi	Nc	DÉFI
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
fait	Vvc	FAIRE
,	Fw	,
Et	Vvc	Et
me	Pp	JE
voila	Vvc	VOILER
tout	Di	TOUT
prêt	Ag	PRÊT
d'	S	DE
en	Pp	EN
venir	Vvn	VENIR
à	S	À
l'	Da	LE
effet	Nc	EFFET
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
parmi	S	PARMI
les	Da	LE
combats	Nc	COMBAT
ou	Cc	OU
la	Da	LE
gloire	Nc	GLOIRE
se	Pp	IL
fonde	Vvc	FONDER|FONDRE
.	Fs	.
Trouvez	Vvc	TROUVER
donc	Rg	DONC
un	Dn	UN
ami	Nc	AMI
dont	Pr	DONT
le	Da	LE
bras	Nc	BRAS
vous	Pp	VOUS
seconde	Vvc	SECONDER
.	Fs	.
Pour	S	POUR
avoir	Vun	AVOIR
trop	Rg	TROP
d'	S	DE
amis	Nc	AMI
qui	Pr	QUI
soutiennent	Vvc	SOUTENIR
mes	Ds	MON
droits	Nc	DROIT|DROITS
La	Vvc	La
raison	Nc	RAISON
me	Pp	JE
défend	Vvc	DÉFENDRE
d'	S	DE
en	Pp	EN
faire	Vvn	FAIRE
ici	Rg	ICI
le	Da	LE
choix	Nc	CHOIX
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
puis	Vvc	POUVOIR
employer	Vvn	EMPLOYER
un	Dn	UN
bras	Nc	BRAS
à	S	À
ma	Ds	MON
défense	Nc	DÉFENSE
Que	Vvc	Que
l'	Da	LE
autre	Ag	AUTRE
mal	Nc	MAL
content	Ag	CONTENT
aussitôt	Rg	AUSSITÔT
ne	Rp	NE
s'	Pp	SE
offense	Vvc	OFFENSER
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
la	Da	LE
raison	Nc	RAISON
qu'	Pr	QUE
étant	Ga	ÊTRE
avec	S	AVEC
vous	Pp	VOUS
Je	Vvc	Je
ne	Rp	NE
sois	Vuc	ÊTRE
employé	Ge	EMPLOYER
qu'	Cs	QUE
à	S	À
juger	Vvn	JUGER
de	S	DE
vos	Ds	VOTRE
coups	Nc	COUP
;	Fw	;
J'	Vvc	J'
aime	Vvc	AIMER
mieux	Rg	MIEUX
que	Cs	QUE
mon	Ds	MON
sang	Nc	SANG
colore	Vvc	COLORER
un	Dn	UN
paysage	Nc	PAYSAGE
Que	Vvc	Que
la	Da	LE
honte	Nc	HONTE
s'	Pp	SE
en	Pp	EN
serve	Vvc	SERVIR
à	S	À
rougir	Vvn	ROUGIR
mon	Ds	MON
visage	Nc	VISAGE
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
bien	Rg	BIEN
sans	S	SANS
second	Nc	SECOND
terminer	Vvn	TERMINER
un	Dn	UN
combat	Nc	COMBAT
;	Fw	;
Mais	Vvc	Mais
si	Cs	SI
vous	Pp	VOUS
désirez	Vvc	DÉSIRER
paraître	Vvn	PARAÎTRE
en	S	EN
cet	Dd	CE
ébat	Nc	ÉBAT
,	Fw	,
Alors	Nc	Alors
que	Pr	QUE
Cloridan	Nc	Cloridan
aura	Vuc	AVOIR
perdu	Ge	PERDRE
la	Da	LE
vie	Nc	VIE
Je	Ag	Je
pourrai	Vvc	POUVOIR
contenter	Vvn	CONTENTER
votre	Ds	VOTRE
louable	Ag	LOUABLE
envie	Nc	ENVIE
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
donc	Rg	DONC
en	S	EN
état	Nc	ÉTAT
d'	S	DE
attendre	Vvn	ATTENDRE
bien	Rg	BIEN
longtemps	Rg	LONGTEMPS
.	Fs	.
Et	Cc	ET
vous	Pp	VOUS
et	Cc	ET
votre	Ds	VOTRE
ami	Nc	AMI
je	Pp	JE
vous	Pp	VOUS
rendrai	Vvc	RENDRE
contents	Ag	CONTENT
.	Fs	.
Clarinde	Vvc	Clarinde
je	Pp	JE
sais	Vvc	SAVOIR
bien	Rg	BIEN
que	Cs	QUE
mon	Ds	MON
âme	Nc	ÂME
asservie	Ge	ASSERVIR
Doit	Vvc	DEVOIR
à	S	À
ton	Ds	TON
amitié	Nc	AMITIÉ
le	Da	LE
bonheur	Nc	BONHEUR
de	S	DE
ma	Ds	MON
vie	Nc	VIE
,	Fw	,
Je	Vvc	Je
sais	Vvc	SAVOIR
bien	Rg	BIEN
que	Cs	QUE
tes	Ds	TON
yeux	Nc	OEIL|YEUX
sans	S	SANS
feinte	Nc	FEINTE
et	Cc	ET
sans	S	SANS
rigueur	Nc	RIGUEUR
N'	Ag	N'
ont	Vuc	AVOIR
jamais	Rg	JAMAIS
approuvé	Ge	APPROUVER
de	S	DE
me	Pp	JE
voir	Vvn	VOIR
en	S	EN
langueur	Nc	LANGUEUR
;	Fw	;
Mais	Vvc	Mais
tu	Pp	TU
sais	Vvc	SAVOIR
bien	Rg	BIEN
aussi	Rg	AUSSI
,	Fw	,
beau	Ag	BEAU
sujet	Nc	SUJET
de	S	DE
mes	Ds	MON
flammes	Nc	FLAMME
Que	Vvc	Que
le	Da	LE
consentement	Nc	CONSENTEMENT
à	S	À
marié	Ge	MARIER
nos	Ds	NOTRE
âmes	Nc	ÂME
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
Hymen	Nc	HYMEN
après	S	APRÈS
lui	Pp	IL
nous	Pp	NOUS
permet	Vvc	PERMETTRE
de	S	DE
goûter	Vvn	GOÛTER
Les	Vvc	Les
plus	Rg	PLUS
secrets	Ag	SECRET
plaisirs	Nc	PLAISIR
,	Fw	,
qu'	Cs	QUE
on	Pp	ON
puisse	Vvc	POUVOIR
souhaiter	Vvn	SOUHAITER
.	Fs	.
Tu	Pp	TU
me	Pp	JE
les	Pp	ILS
as	Vuc	AVOIR
promis	Ge	PROMETTRE
,	Fw	,
et	Cc	ET
pour	S	POUR
moi	Pp	JE
je	Pp	JE
confesse	Vvc	CONFESSER
Que	Vvc	Que
tout	Di	TOUT
mon	Ds	MON
bien	Nc	BIEN
consiste	Vvc	CONSISTER
en	S	EN
ta	Ds	TON
seule	Ag	SEUL
promesse	Nc	PROMESSE
,	Fw	,
Mille	Vvc	Mille
difficultés	Nc	DIFFICULTÉ
te	Pp	TU
semblent	Vvc	SEMBLER
arrêter	Vvn	ARRÊTER
Mais	Vvc	Mais
si	Cs	SI
tu	Pp	TU
m'	Pp	JE
aimes	Vvc	AIMER
bien	Rg	BIEN
tu	Pp	TU
les	Pp	ILS
peux	Vvc	POUVOIR
surmonter	Vvn	SURMONTER
;	Fw	;
Chasse	Vvc	CHASSER
donc	Rg	DONC
loin	Rg	LOIN
de	S	DE
toi	Pp	TU
tout	Di	TOUT
ce	Pd	CE
qui	Pr	QUI
te	Pp	TU
résiste	Vvc	RÉSISTER
.	Fs	.
Léon	Nc	Léon
,	Fw	,
comment	Rt	COMMENT
cela	Pd	CELA
demeurant	Ga	DEMEURER
chez	S	CHEZ
Caliste	Nc	Caliste
?	Fs	?
Le	Da	LE
devoir	Nc	DEVOIR
qui	Pr	QUI
m'	Pp	JE
oblige	Vvc	OBLIGER
à	S	À
la	Pp	IL
suivre	Vvn	SUIVRE
toujours	Rg	TOUJOURS
Est	Vvc	Est
le	Da	LE
seul	Ag	SEUL
ennemi	Nc	ENNEMI
qui	Pr	QUI
choque	Vvc	CHOQUER
nos	Ds	NOTRE
amours	Nc	AMOUR
.	Fs	.
Mais	Cc	MAIS
sans	S	SANS
plus	Rg	PLUS
nous	Pp	NOUS
flatter	Vvn	FLATTER
par	S	PAR
de	Dn	UN
vaines	Ag	VAIN
attentes	Nc	ATTENTE
Je	Ag	Je
puis	Vvc	POUVOIR
rendre	Vvn	RENDRE
bientôt	Rg	BIENTÔT
nos	Ds	NOTRE
deux	Nc	DEUX
âmes	Nc	ÂME
contentes	Ag	CONTENT
.	Fs	.
Que	Pt	QUE
dis	Vvc	DIRE
-tu	Vvn	-tu
mon	Ds	MON
souci	Nc	SOUCI
,	Fw	,
quand	Cs	QUAND
viendra	Vvc	VENIR
ce	Dd	CE
moment	Nc	MOMENT
Que	Ag	Que
réserve	Vvc	RÉSERVER
l'	Da	LE
amour	Nc	AMOUR
à	S	À
mon	Ds	MON
contentement	Nc	CONTENTEMENT
?	Fs	?
Caliste	Nc	Caliste
doit	Vvc	DEVOIR
passer	Vvn	PASSER
la	Da	LE
nuit	Nc	NUIT
avec	S	AVEC
Cléandre	Nc	Cléandre
,	Fw	,
Et	Vvc	Et
me	Pp	JE
laissera	Vvc	LAISSER
seule	Ag	SEUL
ou	Pr	OÙ
je	Pp	JE
te	Pp	TU
veux	Vvc	VOULOIR
attendre	Vvn	ATTENDRE
.	Fs	.
Où	Vvc	Où
mon	Ds	MON
coeur	Nc	CUR
?	Fs	?
En	S	EN
sa	Ds	SON
chambre	Nc	CHAMBRE
,	Fw	,
et	Cc	ET
pour	S	POUR
y	Pp	Y
parvenir	Vvn	PARVENIR
Écoute	Nc	Écoute
les	Da	LE
chemins	Nc	CHEMIN
qu'	Pr	QUE
il	Pp	IL
te	Pp	TU
faudra	Vvc	FAILLIR|FALLOIR
tenir	Vvn	TENIR
.	Fs	.
Alors	Rg	ALORS
que	Cs	QUE
le	Da	LE
soleil	Nc	SOLEIL
cachera	Vvc	CACHER
sa	Ds	SON
lumière	Nc	LUMIÈRE
J'	Ag	J'
ouvrirai	Vvc	OUVRIR
du	S+Da	DE+LE
jardin	Nc	JARDIN
la	Da	LE
porte	Nc	PORTE|PORTÉ
de	S	DE
derrière	Nc	DERRIÈRE
,	Fw	,
Et	Vvc	Et
par	S	PAR
là	Rg	LÀ
cette	Dd	CE
nuit	Nc	NUIT
tu	Pp	TU
viendras	Vvc	VENIR
avec	S	AVEC
moi	Pp	JE
Reconnaître	Vvn	Reconnaître
en	S	EN
effet	Nc	EFFET
que	Pr	QUE
Clarinde	Vvc	Clarinde
est	Vuc	ÊTRE
à	S	À
toi	Pp	TU
.	Fs	.
Y	Pp	Y
pourras	Vvc	POUVOIR
-tu	Vvc	-tu
venir	Vvn	VENIR
?	Fs	?
J'	Pp	JE
y	Pp	Y
viendrais	Vvc	VENIR
ma	Ds	MON
chère	Ag	CHER
âme	Nc	ÂME
Me	Vvc	Me
fallut-il	Ge	fallut-il
passer	Vvn	PASSER
les	Da	LE
ondes	Nc	ONDE
et	Cc	ET
la	Da	LE
flamme	Nc	FLAMME
,	Fw	,
Mon	Nc	Mon
amour	Nc	AMOUR
est	Vuc	ÊTRE
extrême	Ag	EXTRÊME
,	Fw	,
et	Cc	ET
tu	Pp	TU
mérites	Vvc	MÉRITER
bien	Rg	BIEN
Que	Vvc	Que
pour	S	POUR
te	Pp	TU
posséder	Vvn	POSSÉDER
on	Pp	ON
n'	Rp	NE
appréhende	Vvc	APPRÉHENDER
rien	Pi	RIEN
.	Fs	.
Ainsi	Rg	AINSI
je	Pp	JE
t'	Pp	TU
attendrai	Vvc	ATTENDRE
.	Fs	.
Tu	Pp	TU
ne	Rp	NE
m'	Pp	JE
attendras	Vvc	ATTENDRE
guère	Rg	GUÈRE
;	Fw	;
Mais	Vvc	Mais
j'	Pp	JE
attendrai	Vvc	ATTENDRE
beaucoup	Rg	BEAUCOUP
une	Dn	UN
faveur	Nc	FAVEUR
si	Rg	SI
chère	Ag	CHER
.	Fs	.
Clarinde	Vvc	Clarinde
.	Fs	.
L'	Pp	IL
on	Pp	ON
m'	Pp	JE
appelle	Vvc	APPELER
,	Fw	,
Adieu	Nc	ADIEU
.	Fs	.
N'	Rp	NE
est-il	V	est-il
pas	Rg	PAS
nuit	Nc	NUIT
,	Fw	,
Puisque	Nc	Puisque
je	Pp	JE
vois	Vvc	ALLER|VOIR
déjà	Rg	DÉJÀ
mon	Ds	MON
soleil	Nc	SOLEIL
qui	Pr	QUI
s'	Pp	SE
enfuit	Vvc	ENFUIR
?	Fs	?
Mais	Cc	MAIS
que	Pr	QUE
voudrait	Vvc	VOULOIR
Béronte	Vvc	Béronte
?	Fs	?
Ami	Nc	AMI
je	Pp	JE
viens	Vvc	VENIR
d'	S	DE
apprendre	Vvn	APPRENDRE
Que	Vvc	Que
quelques	Di	QUELQUE
malcontents	Ag	malcontents
