Admire	Vvc	ADMIRER
désormais	Rg	DÉSORMAIS
la	Da	LE
puissance	Nc	PUISSANCE
des	S+Da	DE+LE|DE+LES
flammes	Nc	FLAMME
Qu'	Vvc	Qu'
un	Dn	UN
aveugle	Ag	AVEUGLE
démon	Nc	DÉMON
allume	Vvc	ALLUMER
dans	S	DANS
nos	Ds	NOTRE
âmes	Nc	ÂME
Et	Ag	Et
confesse	Vvc	CONFESSER
avec	S	AVEC
moi	Pp	JE
que	Cs	QUE
ses	Ds	SON
attraits	Nc	ATTRAIT
vainqueurs	Nc	VAINQUEUR
Sont	Vvc	Sont
toujours	Rg	TOUJOURS
ennemis	Nc	ENNEMI
du	S+Da	DE+LE
repos	Nc	REPOS
de	S	DE
nos	Ds	NOTRE
coeurs	Nc	CUR
.	Fs	.
Calistène	Vvc	Calistène
autrefois	Rg	AUTREFOIS
insensible	Ag	INSENSIBLE
à	S	À
ses	Ds	SON
charmes	Nc	CHARME
Met	Vvc	METTRE
aujourd'hui	Rg	AUJOURD'HUI
sa	Ds	SON
gloire	Nc	GLOIRE
à	S	À
lui	Pp	IL
donner	Vvn	DONNER
des	Dn	UN
larmes	Nc	LARME
.	Fs	.
Son	Ds	SON
esprit	Nc	ESPRIT
languissant	Ga	LANGUIR
dans	S	DANS
un	Dn	UN
soin	Nc	SOIN
déréglé	Ge	DÉRÉGLER
Tient	Vvc	TENIR
si	Rg	SI
fort	Rg	FORT
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
qu'	Pr	QUE
il	Pp	IL
en	Pp	EN
est	Vuc	ÊTRE
aveuglé	Ge	AVEUGLER
;	Fw	;
S'	Vvc	S'
il	Pp	IL
fait	Vvc	FAIRE
quelque	Di	QUELQUE
discours	Nc	DISCOURS
,	Fw	,
l'	Da	LE
amour	Nc	AMOUR
y	Pp	Y
participe	Vvc	PARTICIPER
.	Fs	.
Il	Pp	IL
commence	Vvc	COMMENCER
et	Cc	ET
finit	Vvc	FINIR
par	S	PAR
le	Da	LE
nom	Nc	NOM
de	S	DE
Lucipe	Nc	Lucipe
,	Fw	,
Et	Vvc	Et
bien	Rg	BIEN
qu'	Cs	QUE
en	S	EN
sa	Ds	SON
recherche	Nc	RECHERCHE
il	Pp	IL
ait	Vuc	AVOIR
toujours	Rg	TOUJOURS
souffert	Ge	SOUFFRIR
Il	Vvc	Il
se	Pp	IL
plaît	Vvc	PLAIRE
à	S	À
nourrir	Vvn	NOURRIR
sa	Ds	SON
flamme	Nc	FLAMME
qui	Pr	QUI
le	Pp	IL
perd	Vvc	PERDRE
.	Fs	.
Mais	Cc	MAIS
pour	S	POUR
nous	Pp	NOUS
divertir	Vvn	DIVERTIR
attendant	Ga	ATTENDRE
Calistène	Vvc	Calistène
,	Fw	,
Dis	Vvc	DIRE
-moi	Vvc	-moi
de	S	DE
ces	Dd	CE
transports	Nc	TRANSPORT|TRANSPORTS
d'	S	DE
origine	Nc	ORIGINE
certaine	Ag	CERTAIN
.	Fs	.
Puisque	Cs	PUISQUE
sa	Ds	SON
passion	Nc	PASSION
employe	Vvc	EMPLOYER
mon	Ds	MON
secours	Nc	SECOURS
Au	Vvc	Au
dessein	Nc	DESSEIN
d'	S	DE
enlever	Vvn	ENLEVER
l'	Da	LE
objet	Nc	OBJET
de	S	DE
ses	Ds	SON
amours	Nc	AMOUR
,	Fw	,
Il	Vvc	Il
montre	Vvc	MONTRER
qu'	Cs	QUE
il	Pp	IL
veut	Vvc	VOULOIR
bien	Rg	BIEN
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
sache	Vvc	SAVOIR
l'	Da	LE
histoire	Nc	HISTOIRE
.	Fs	.
À	Vvc	À
peine	Nc	PEINE
pourras	Vvc	POUVOIR
-tu	Vvc	-tu
m'	Pp	JE
écouter	Vvn	ÉCOUTER
et	Cc	ET
me	Pp	JE
croire	Vvn	CROIRE
:	Fw	:
Au	S+Da	À+LE
temps	Nc	TEMPS
que	Cs	QUE
la	Da	LE
fureur	Nc	FUREUR
de	S	DE
cent	Nc	CENT
peuples	Nc	PEUPLE
mutins	Nc	MUTIN
Avait	Vvc	Avait
semé	Ge	SEMER
l'	Da	LE
effroi	Nc	EFFROI
parmi	S	PARMI
les	Da	LE
Byzantins	Nc	BYZANTIN
Et	Vvc	Et
que	Cs	QUE
le	Da	LE
bruit	Nc	BRUIT
confus	Ag	CONFUS
d'	S	DE
une	Dn	UN
guerre	Nc	GUERRE
civile	Ag	CIVIL
Semblait	Vvc	SEMBLER
leur	Pp	LEUR
annoncer	Vvn	ANNONCER
la	Da	LE
perte	Nc	PERTE
de	S	DE
leur	Ds	LEUR
ville	Nc	VILLE
,	Fw	,
La	Vvc	La
crainte	Nc	CRAINTE
du	S+Da	DE+LE
péril	Nc	PÉRIL
fit	Vvc	FAIRE
de	S	DE
si	Rg	SI
grands	Ag	GRAND
efforts	Nc	EFFORT
Qu'	Vvc	Qu'
elle	Pp	IL
s'	Pp	SE
alla	Vvc	ALLER
placer	Vvn	PLACER
sur	S	SUR
le	Da	LE
front	Nc	FRONT
des	S+Da	DE+LE|DE+LES
plus	Rg	PLUS
forts	Ag	FORT
.	Fs	.
Les	Da	LE
pères	Nc	PÈRE
étonnés	Ge	ÉTONNER
et	Cc	ET
les	Da	LE
mères	Nc	MÈRE
craintives	Ag	CRAINTIF
Éloignèrent	Vvc	Éloignèrent
soudain	Rg	SOUDAIN
leurs	Ds	LEUR
filles	Nc	FILLE
et	Cc	ET
leurs	Ds	LEUR
rives	Nc	RIVE
Et	Vvc	Et
leur	Pp	LEUR
firent	Vvc	FAIRE
chercher	Vvn	CHERCHER
aux	S+Da	À+LES
pays	Nc	PAYS
étrangers	Ag	ÉTRANGER
Un	Vvc	Un
peu	Rg	PEU
de	S	DE
sûreté	Nc	SÛRETÉ
contre	S	CONTRE
tant	Rg	TANT
de	S	DE
dangers	Nc	DANGER
;	Fw	;
Si	Vvc	Si
bien	Rg	BIEN
que	Cs	QUE
le	Da	LE
dessein	Nc	DESSEIN
de	S	DE
sortir	Vvn	SORTIR
de	S	DE
misère	Nc	MISÈRE
Fit	Vvc	FAIRE
venir	Vvn	VENIR
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
et	Cc	ET
Lucipe	Nc	Lucipe
et	Cc	ET
sa	Ds	SON
mère	Nc	MÈRE
,	Fw	,
Où	Vvc	Où
la	Da	LE
ville	Nc	VILLE
de	S	DE
Tyr	Nc	Tyr
si	Rg	SI
féconde	Ag	FÉCOND
en	S	EN
plaisirs	Nc	PLAISIR
En	Vvc	En
produit	Ge	PRODUIRE
des	S+Da	DE+LE|DE+LES
effets	Nc	EFFET
plus	Rg	PLUS
prompts	Ag	PROMPT
que	Cs	QUE
les	Da	LE
désirs	Nc	DÉSIR
.	Fs	.
Jusqu'	S	JUSQUE
ici	Rg	ICI
l'	Da	LE
amour	Nc	AMOUR
n'	Rp	NE
a	Vuc	AVOIR
point	Rg	POINT
fait	Ge	FAIRE
de	S	DE
surprise	Nc	SURPRISE
Et	Ag	Et
Calistène	Vvc	Calistène
même	Ag	MÊME
a	Vuc	AVOIR
gardé	Ge	GARDER
sa	Ds	SON
franchise	Nc	FRANCHISE
.	Fs	.
Il	Pp	IL
la	Pp	IL
perdra	Vvc	PERDRE
bientôt	Rg	BIENTÔT
,	Fw	,
écoute	Vvc	ÉCOUTER
seulement	Rg	SEULEMENT
Le	Vvc	Le
merveilleux	Ag	MERVEILLEUX
sujet	Nc	SUJET
d'	S	DE
un	Dn	UN
grand	Ag	GRAND
étonnement	Nc	ÉTONNEMENT
:	Fw	:
On	Pp	ON
commença	Vvc	COMMENCER
la	Da	LE
guerre	Nc	GUERRE
avecque	Vvc	avecque
tant	Rg	TANT
d'	S	DE
outrage	Nc	OUTRAGE
Qu'	Vvc	Qu'
on	Pp	ON
eût	Vuc	AVOIR
dit	Ge	DIRE
que	Cs	QUE
l'	Da	LE
enfer	Nc	ENFER
y	Pp	Y
mêlait	Vvc	MÊLER
de	S	DE
sa	Ds	SON
rage	Nc	RAGE
.	Fs	.
Partout	Rg	PARTOUT
où	Pr	OÙ
la	Da	LE
discorde	Nc	DISCORDE
alluma	Vvc	ALLUMER
ses	Ds	SON
flambeaux	Nc	FLAMBEAU
Ces	Vvc	Ces
monstres	Nc	MONSTRE
inhumains	Ag	INHUMAIN
en	Pp	EN
firent	Vvc	FAIRE
des	Dn	UN
tombeaux	Nc	TOMBEAU
Et	Vvc	Et
l'	Pp	IL
on	Pp	ON
vit	Vvc	VIVRE|VOIR
ondoyer	Vvn	ONDOYER
durant	S	DURANT
toute	Di	TOUT
la	Da	LE
guerre	Nc	GUERRE
Le	Vvc	Le
feu	Nc	FEU
sur	S	SUR
les	Da	LE
maisons	Nc	MAISON
et	Cc	ET
le	Da	LE
sang	Nc	SANG
sur	S	SUR
la	Da	LE
terre	Nc	TERRE
.	Fs	.
Mais	Cc	MAIS
la	Da	LE
rébellion	Nc	RÉBELLION
succombant	Ga	SUCCOMBER
sous	S	SOUS
ses	Ds	SON
fers	Nc	FER|FERS
Entraîna	Vvc	Entraîna
les	Da	LE
mutins	Nc	MUTIN
avec	S	AVEC
elle	Pp	IL
aux	S+Da	À+LES
enfers	Nc	ENFER
,	Fw	,
Et	Vvc	Et
leur	Ds	LEUR
honteuse	Ag	HONTEUX
mort	Nc	MORT
justement	Rg	JUSTEMENT
poursuivie	Ge	POURSUIVRE
Nous	Vvc	Nous
rendit	Vvc	RENDRE
le	Da	LE
repos	Nc	REPOS
que	Pr	QUE
nous	Pp	NOUS
ôta	Vvc	ÔTER
leur	Ds	LEUR
vie	Nc	VIE
.	Fs	.
Enfin	Rg	ENFIN
de	S	DE
tous	Di	TOUT
les	Da	LE
feux	Nc	FEU|FEUX
qui	Pr	QUI
nous	Pp	NOUS
privaient	Vvc	PRIVER
du	S+Da	DE+LE
jour	Nc	JOUR
Byzance	Nc	Byzance
ne	Rp	NE
retint	Vvc	RETENIR
que	Rg	QUE
les	Da	LE
flammes	Nc	FLAMME
d'	S	DE
amour	Nc	AMOUR
:	Fw	:
En	S	EN
parlant	Ga	PARLER
des	Dn	UN
beautés	Nc	BEAUTÉ
qui	Pr	QUI
s'	Pp	SE
étaient	Vuc	ÊTRE
absentées	Ge	ABSENTER
,	Fw	,
Lucipe	Vvc	Lucipe
qu'	Cs	QUE
on	Pp	ON
aimait	Vvc	AIMER
fut	Vuc	ÊTRE
des	Dn	UN
plus	Rg	PLUS
regrettées	Ge	REGRETTER
,	Fw	,
Si	Vvc	Si
bien	Rg	BIEN
qu'	Cs	QUE
au	S+Da	À+LE
seul	Ag	SEUL
récit	Nc	RÉCIT
de	S	DE
ses	Ds	SON
divins	Ag	DIVIN
attraits	Nc	ATTRAIT
Calistène	Ag	Calistène
sentit	Vvc	SENTIR
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
a	Vuc	AVOIR
des	Dn	UN
traits	Nc	TRAIT|TRAITS
Et	Vvc	Et
son	Ds	SON
coeur	Nc	CUR
s'	Pp	SE
étonna	Vvc	ÉTONNER
d'	S	DE
avoir	Vun	AVOIR
pris	Ge	PRENDRE
par	S	PAR
l'	Da	LE
oreille	Nc	OREILLE
Et	Vvc	Et
non	Rg	NON
pas	Rg	PAS
par	S	PAR
les	Da	LE
yeux	Nc	OEIL|YEUX
une	Dn	UN
ardeur	Nc	ARDEUR
nonpareille	Nc	NONPAREILLE
.	Fs	.
Il	Pp	IL
connaissait	Vvc	CONNAÎTRE
déjà	Rg	DÉJÀ
Lucipe	Ag	Lucipe
.	Fs	.
Nullement	Rg	NULLEMENT
.	Fs	.
Sache	Vvc	SAVOIR
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
vu	Ge	VOIR
son	Ds	SON
portrait	Nc	PORTRAIT
seulement	Rg	SEULEMENT
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
néanmoins	Rg	NÉANMOINS
qu'	Cs	QUE
il	Pp	IL
connaît	Vvc	CONNAÎTRE
bien	Rg	BIEN
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
connaît	Vvc	CONNAÎTRE
ses	Ds	SON
parents	Nc	PARENT
et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
a	Vuc	AVOIR
vu	Ge	VOIR
sa	Ds	SON
mère	Nc	MÈRE
.	Fs	.
Tu	Pp	TU
m'	Pp	JE
étonnes	Vvc	ÉTONNER
beaucoup	Rg	BEAUCOUP
.	Fs	.
Achève	Vvc	Achève
.	Fs	.
En	S	EN
peu	Rg	PEU
de	S	DE
temps	Nc	TEMPS
Notre	Nc	Notre
amant	Nc	AMANT
mérita	Vvc	MÉRITER
le	Da	LE
prix	Nc	PRIX
des	S+Da	DE+LE|DE+LES
plus	Rg	PLUS
constants	Ag	CONSTANT
,	Fw	,
Et	Vvc	Et
son	Ds	SON
feu	Nc	FEU
crût	Vvc	CROIRE|CROÎTRE
si	Rg	SI
fort	Rg	FORT
au	S+Da	À+LE
point	Nc	POINT
de	S	DE
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
Que	Vvc	Que
le	Da	LE
moins	Nc	MOINS
curieux	Ag	CURIEUX
en	Pp	EN
eût	Vuc	AVOIR
la	Da	LE
connaissance	Nc	CONNAISSANCE
.	Fs	.
Il	Pp	IL
demande	Vvc	DEMANDER
Lucipe	Vvc	Lucipe
et	Cc	ET
toutefois	Rg	TOUTEFOIS
en	S	EN
vain	Ag	VAIN
Car	Nc	CAR
le	Da	LE
refus	Nc	REFUS
du	S+Da	DE+LE
père	Nc	PÈRE
arrêta	Vvc	ARRÊTER
son	Ds	SON
dessein	Nc	DESSEIN
.	Fs	.
Je	Pp	JE
te	Pp	TU
laisse	Vvc	LAISSER
à	S	À
penser	Vvn	PENSER
si	Cs	SI
ce	Dd	CE
jeune	Ag	JEUNE
courage	Nc	COURAGE
Supporta	Vvc	SUPPORTER
constamment	Rg	CONSTAMMENT
un	Dn	UN
si	Rg	SI
sensible	Ag	SENSIBLE
outrage	Nc	OUTRAGE
.	Fs	.
Il	Pp	IL
partit	Vvc	PARTIR
de	S	DE
Byzance	Nc	Byzance
et	Cc	ET
s'	Pp	SE
en	Pp	EN
vint	Vvc	VENIR
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
À	Nc	À
dessein	Nc	DESSEIN
d'	S	DE
enlever	Vvn	ENLEVER
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
aime	Vvc	AIMER
le	Da	LE
mieux	Nc	MIEUX
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
que	Cs	QUE
jamais	Rg	JAMAIS
une	Dn	UN
amour	Nc	AMOUR
de	S	DE
la	Da	LE
sorte	Nc	SORTE
Ne	Ag	Ne
forgea	Vvc	FORGER
dans	S	DANS
ses	Ds	SON
feux	Nc	FEU|FEUX
une	Dn	UN
chaîne	Nc	CHAÎNE
si	Rg	SI
forte	Ag	FORT
,	Fw	,
Mais	Vvc	Mais
connais	Vvc	CONNAÎTRE
-tu	Ag	-tu
Lucipe	Vvc	Lucipe
,	Fw	,
as	Vuc	AVOIR
-tu	Ge	-tu
vu	Ge	VOIR
ses	Ds	SON
beautés	Nc	BEAUTÉ
Qui	Ag	Qui
font	Vvc	FAIRE
de	S	DE
tels	Ag	TEL
efforts	Nc	EFFORT
dessus	S	DESSUS
les	Da	LE
libertés	Nc	LIBERTÉ
?	Fs	?
Jamais	Rg	JAMAIS
.	Fs	.
Notre	Ds	NOTRE
victoire	Nc	VICTOIRE
est	Vuc	ÊTRE
donc	Rg	DONC
bien	Rg	BIEN
incertaine	Ag	INCERTAIN
.	Fs	.
Je	Pp	JE
ne	Rp	NE
la	Pp	IL
connais	Vvc	CONNAÎTRE
point	Rg	POINT
.	Fs	.
Mais	Cc	MAIS
voici	S	VOICI
Calistène	Nc	Calistène
.	Fs	.
Avez	Vuc	AVOIR
-vous	Nc	-vous
vu	Ge	VOIR
Lucipe	Vvc	Lucipe
et	Cc	ET
son	Ds	SON
portrait	Nc	PORTRAIT
vainqueur	Nc	VAINQUEUR
N'	Vvc	N'
est-il	Ag	est-il
point	Rg	POINT
par	S	PAR
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
entré	Ge	ENTRER
dans	S	DANS
votre	Ds	VOTRE
coeur	Nc	CUR
?	Fs	?
Le	Pp	IL
Ciel	Vvc	Ciel
à	S	À
mes	Ds	MON
travaux	Nc	TRAVAIL|TRAVAUX
refuse	Vvc	REFUSER
ce	Dd	CE
salaire	Nc	SALAIRE
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
pu	Ge	POUVOIR
sans	S	SANS
toutefois	Rg	TOUTEFOIS
rien	Pi	RIEN
faire	Vvn	FAIRE
;	Fw	;
Au	Vvc	Au
point	Rg	POINT
de	S	DE
voir	Vvn	VOIR
le	Da	LE
bien	Rg	BIEN
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
m'	Pp	JE
a	Vuc	AVOIR
promis	Ge	PROMETTRE
Le	Vvc	Le
malheur	Nc	MALHEUR
qui	Pr	QUI
me	Pp	JE
suit	Vvc	SUIVRE
ne	Rp	NE
me	Pp	JE
l'	Pp	IL
a	Vuc	AVOIR
pas	Rg	PAS
permis	Ge	PERMETTRE
.	Fs	.
Mon	Ds	MON
âme	Nc	ÂME
qui	Pr	QUI
lui	Pp	IL
sert	Vvc	SERVIR
d'	S	DE
objet	Nc	OBJET
et	Cc	ET
de	S	DE
trophée	Nc	TROPHÉE
Ne	Ag	Ne
connaît	Vvc	CONNAÎTRE
pas	Rg	PAS
l'	Da	LE
ardeur	Nc	ARDEUR
dont	Pr	DONT
elle	Pp	IL
est	Vuc	ÊTRE
échauffée	Ge	ÉCHAUFFER
,	Fw	,
Et	Vvc	Et
dans	S	DANS
un	Dn	UN
feu	Nc	FEU
divin	Nc	DIVIN
mes	Ds	MON
esprits	Nc	ESPRIT|ESPRITS
retenus	Ge	RETENIR
Font	Vvc	FAIRE
encore	Rg	ENCORE
des	Dn	UN
voeux	Nc	VU
à	S	À
des	Dn	UN
Dieux	Ag	Dieux
inconnus	Nc	INCONNU
.	Fs	.
Vous	Pp	VOUS
n'	Rp	NE
avez	Vuc	AVOIR
donc	Rg	DONC
pas	Rg	PAS
vu	Ge	VOIR
votre	Ds	VOTRE
belle	Ag	BEAU
maîtresse	Nc	MAÎTRE|MAÎTRESSE
?	Fs	?
Parle	Vvc	PARLER
plus	Rg	PLUS
sainement	Rg	SAINEMENT
en	S	EN
l'	Da	LE
appelant	Ag	APPELANT
déesse	Nc	DÉESSE
.	Fs	.
Lucipe	Nc	Lucipe
tient	Vvc	TENIR
si	Rg	SI
fort	Rg	FORT
de	S	DE
l'	Da	LE
essence	Nc	ESSENCE
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
Qu'	Vvc	Qu'
elle	Pp	IL
se	Pp	IL
fait	Vvc	FAIRE
aimer	Vvn	AIMER
sans	S	SANS
paraître	Vvn	PARAÎTRE
à	S	À
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
.	Fs	.
Il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
plus	Rg	PLUS
de	S	DE
raison	Nc	RAISON
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
ne	Rp	NE
dissipe	Vvc	DISSIPER
.	Fs	.
Ami	Nc	AMI
,	Fw	,
que	Pr	QUE
dites	Vvc	DIRE
-vous	Nc	-vous
?	Fs	?
Je	Pp	JE
parlais	Vvc	PARLER
de	S	DE
Lucipe	Nc	Lucipe
:	Fw	:
Ne	Rp	NE
la	Pp	IL
connaissant	Ga	CONNAÎTRE
pas	Rg	PAS
,	Fw	,
la	Pp	IL
pourrons-nous	Vvc	pourrons-nous
ravir	Vvn	RAVIR
?	Fs	?
Embrasse	Vvc	EMBRASSER
seulement	Rg	SEULEMENT
le	Da	LE
soin	Nc	SOIN
de	S	DE
me	Pp	JE
servir	Vvn	SERVIR
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
su	Ge	SAVOIR
que	Cs	QUE
tous	Di	TOUT
les	Da	LE
soirs	Nc	SOIR
Lucipe	Vvc	Lucipe
se	Pp	IL
promène	Vvc	PROMENER
Sur	Ag	SUR|SÛR
ces	Dd	CE
bords	Nc	BORD
écartés	Ge	ÉCARTER
où	Pr	OÙ
sa	Ds	SON
mère	Nc	MÈRE
la	Pp	IL
mène	Vvc	MENER
.	Fs	.
Je	Pp	JE
connais	Vvc	CONNAÎTRE
bien	Rg	BIEN
sa	Ds	SON
mère	Nc	MÈRE
et	Cc	ET
par	S	PAR
elle	Pp	IL
je	Pp	JE
puis	Vvc	POUVOIR
Connaître	Vvn	Connaître
la	Da	LE
beauté	Nc	BEAUTÉ
d'	S	DE
où	Pr	OÙ
viennent	Vvc	VENIR
mes	Ds	MON
ennuis	Nc	ENNUI
.	Fs	.
Mais	Cc	MAIS
quand	Cs	QUAND
Lucipe	Vvc	Lucipe
seule	Ag	SEUL
y	Pp	Y
daignerait	Vvc	DAIGNER
paraître	Vvn	PARAÎTRE
,	Fw	,
L'	Vvc	L'
excès	Nc	EXCÈS
de	S	DE
sa	Ds	SON
beauté	Nc	BEAUTÉ
nous	Pp	NOUS
la	Pp	IL
ferait	Vvc	FAIRE|FERRER
connaître	Vvn	CONNAÎTRE
Et	Vvc	Et
l'	Da	LE
amour	Nc	AMOUR
qui	Pr	QUI
me	Pp	JE
blesse	Vvc	BLESSER
avec	S	AVEC
tant	Rg	TANT
de	S	DE
pouvoir	Nc	POUVOIR
L'	Ag	L'
accompagne	Vvc	ACCOMPAGNER
toujours	Rg	TOUJOURS
pour	S	POUR
me	Pp	JE
la	Pp	IL
faire	Vvn	FAIRE
voir	Vvn	VOIR
.	Fs	.
Enfin	Rg	ENFIN
lorsque	Cs	LORSQUE
la	Da	LE
nuit	Nc	NUIT
rendra	Vvc	RENDRE
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
plus	Rg	PLUS
sombres	Ag	SOMBRE
,	Fw	,
Il	Vvc	Il
se	Pp	IL
faudra	Vvc	FAILLIR|FALLOIR
servir	Vvn	SERVIR
de	S	DE
la	Da	LE
faveur	Nc	FAVEUR
des	S+Da	DE+LE|DE+LES
ombres	Nc	OMBRE
Et	Vvc	Et
ne	Rp	NE
rien	Pi	RIEN
épargner	Vvn	ÉPARGNER
d'	S	DE
un	Dn	UN
violent	Ag	VIOLENT
effort	Nc	EFFORT
Au	Vvc	Au
dessein	Nc	DESSEIN
d'	S	DE
adoucir	Vvn	ADOUCIR
les	Da	LE
rigueurs	Nc	RIGUEUR
de	S	DE
mon	Ds	MON
sort	Nc	SORT
.	Fs	.
Mais	Cc	MAIS
attendant	Ga	ATTENDRE
le	Da	LE
soir	Nc	SOIR
et	Cc	ET
l'	Da	LE
heure	Nc	HEURE|HURE
favorable	Ag	FAVORABLE
Qui	Vvc	Qui
me	Pp	JE
doit	Vvc	DEVOIR
enrichir	Vvn	ENRICHIR
d'	S	DE
un	Dn	UN
bien	Rg	BIEN
si	Rg	SI
désirable	Ag	DÉSIRABLE
,	Fw	,
Allons	Vvc	ALLER
nous	Pp	NOUS
tenir	Vvn	TENIR
prêts	Ag	PRÊT
dans	S	DANS
un	Dn	UN
vaisseau	Nc	VAISSEAU
léger	Ag	LÉGER
Qu'	Vvc	Qu'
un	Dn	UN
si	Rg	SI
noble	Ag	NOBLE
butin	Nc	BUTIN
doit	Vvc	DEVOIR
aujourd'hui	Rg	AUJOURD'HUI
charger	Vvn	CHARGER
.	Fs	.
Lorsque	Cs	LORSQUE
l'	Pp	IL
on	Pp	ON
précipite	Vvc	PRÉCIPITER
un	Dn	UN
dessein	Nc	DESSEIN
d'	S	DE
importance	Nc	IMPORTANCE
On	Vvc	On
se	Pp	IL
met	Vvc	METTRE
au	S+Da	À+LE
hasard	Nc	HASARD
d'	S	DE
en	Pp	EN
faire	Vvn	FAIRE
pénitence	Nc	PÉNITENCE
.	Fs	.
Ne	Rp	NE
faites	Vvc	FAIRE
rien	Pi	RIEN
encore	Rg	ENCORE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
retarder	Vvn	RETARDER
:	Fw	:
Lorsque	Cs	LORSQUE
l'	Pp	IL
on	Pp	ON
désespère	Vvc	DÉSESPÉRER
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
tout	Rg	TOUT
hasarder	Vvn	HASARDER
.	Fs	.
Confesse	Vvc	CONFESSER
que	Cs	QUE
Lucipe	Vvc	Lucipe
a	S	À
des	Dn	UN
beautés	Nc	BEAUTÉ
si	Rg	SI
grandes	Ag	GRAND
Que	Vvc	Que
sans	S	SANS
être	Vun	ÊTRE
idolâtre	Ag	IDOLÂTRE
on	Pp	ON
lui	Pp	IL
fait	Vvc	FAIRE
des	Dn	UN
offrandes	Nc	OFFRANDE
.	Fs	.
Depuis	S	DEPUIS
qu'	Cs	QUE
elle	Pp	IL
a	Vuc	AVOIR
choisi	Ge	CHOISIR
sa	Ds	SON
demeure	Nc	DEMEURE|DEMEURÉ
