Vraiment	Rg	VRAIMENT
la	Da	LE
torture	Nc	TORTURE
?	Fs	?
N'	Rp	NE
aurez	Vuc	AVOIR
-vous	Nc	-vous
point	Rg	POINT
pitié	Nc	PITIÉ
de	S	DE
voir	Vvn	VOIR
à	S	À
vos	Ds	VOTRE
genoux	Nc	GENOU
Un	Vvc	Un
amant	Nc	AMANT
si	Rg	SI
fidèle	Ag	FIDÈLE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
se	Pp	IL
meurt	Vvc	MOURIR
pour	S	POUR
vous	Pp	VOUS
?	Fs	?
J'	Pp	JE
ai	Vuc	AVOIR
cent	Nc	CENT
fois	Nc	FOI|FOIS
imploré	Ge	IMPLORER
le	Da	LE
secours	Nc	SECOURS
de	S	DE
la	Da	LE
Parque	Nc	PARQUE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
de	S	DE
mon	Ds	MON
désespoir	Nc	DÉSESPOIR
donné	Ge	DONNER
plus	Rg	PLUS
d'	S	DE
une	Dn	UN
marque	Nc	MARQUE
,	Fw	,
Et	Vvc	Et
loin	Rg	LOIN
de	S	DE
m'	Pp	JE
affranchir	Vvn	AFFRANCHIR
de	S	DE
tant	Rg	TANT
de	S	DE
maux	Nc	MAL
soufferts	Ge	SOUFFRIR
,	Fw	,
Je	Vvc	Je
redouble	Vvc	REDOUBLER
ma	Ds	MON
chaîne	Nc	CHAÎNE
,	Fw	,
et	Cc	ET
resserre	Vvc	RESSERRER
mes	Ds	MON
fers	Nc	FER|FERS
:	Fw	:
N'	Rp	NE
avez	Vuc	AVOIR
-vous	Nc	-vous
point	Rg	POINT
encore	Rg	ENCORE
assez	Rg	ASSEZ
de	S	DE
connaissance	Nc	CONNAISSANCE
De	Vvc	De
mes	Ds	MON
soumissions	Nc	SOUMISSION
?	Fs	?
de	S	DE
ma	Ds	MON
persévérance	Nc	PERSÉVÉRANCE
?	Fs	?
Mes	Ds	MON
soins	Nc	SOIN
et	Cc	ET
mes	Ds	MON
respects	Nc	RESPECT
vous	Pp	VOUS
sont	Vuc	ÊTRE
-ils	Ge	-ils
inconnus	Ag	INCONNU
?	Fs	?
Ah	I	AH
!	Fs	!
Don	Nc	DON
Philippe	Vvc	Philippe
,	Fw	,
