Orgueilleux	Ag	ORGUEILLEUX
,	Fw	,
ô	I	OH
voux	Nc	voux
superflus	Ag	SUPERFLU
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
je	Pp	JE
tente	Vvc	TENTER
De	Vvc	De
bannir	Vvn	BANNIR
de	S	DE
mon	Ds	MON
cour	Nc	COUR
le	Da	LE
soin	Nc	SOIN
qui	Pr	QUI
me	Pp	JE
tourmente	Vvc	TOURMENTER
;	Fw	;
Le	Vvc	Le
ciel	Nc	CIEL
,	Fw	,
de	S	DE
qui	Pr	QUI
nous	Pp	NOUS
vient	Vvc	VENIR
notre	Ds	NOTRE
inclination	Nc	INCLINATION
,	Fw	,
Avec	Vvc	Avec
l'	Da	LE
âme	Nc	ÂME
en	S	EN
mon	Ds	MON
sein	Nc	SEIN
versa	Vvc	VERSER
l'	Da	LE
ambition	Nc	AMBITION
,	Fw	,
Et	Vvc	Et
cette	Dd	CE
ardeur	Nc	ARDEUR
aveugle	Ag	AVEUGLE
à	S	À
mon	Ds	MON
âme	Nc	ÂME
attachée	Ge	ATTACHER
,	Fw	,
Par	Nc	PAR
mes	Ds	MON
propres	Ag	PROPRE
efforts	Nc	EFFORT
n'	Rp	NE
en	Pp	EN
peut	Vvc	POUVOIR
être	Vun	ÊTRE
arrachée	Ge	ARRACHER
.	Fs	.
En	S	EN
vain	Ag	VAIN
de	S	DE
ce	Dd	CE
torrent	Nc	TORRENT
je	Pp	JE
m'	Pp	JE
en	Pp	EN
veux	Vvc	VOULOIR
détourner	Vvn	DÉTOURNER
,	Fw	,
Si	Vvc	Si
je	Pp	JE
ne	Rp	NE
le	Pp	IL
veux	Vvc	VOULOIR
suivre	Vvn	SUIVRE
il	Pp	IL
saura	Vvc	SAURER|SAVOIR
m'	Pp	JE
entraîner	Vvn	ENTRAÎNER
;	Fw	;
J'	Vvc	J'
en	Pp	EN
veux	Vvc	VOULOIR
toujours	Rg	TOUJOURS
au	S+Da	À+LE
sceptre	Nc	SCEPTRE
,	Fw	,
et	Cc	ET
n'	Rp	NE
ai	Vuc	AVOIR
pas	Rg	PAS
le	Da	LE
puissance	Nc	PUISSANCE
D'	Ag	D'
en	S	EN
perdre	Vvn	PERDRE
la	Da	LE
désir	Nc	DÉSIR
quand	Cs	QUAND
j'	Pp	JE
en	Pp	EN
perds	Vvc	PERDRE
l'	Da	LE
espérance	Nc	ESPÉRANCE
.	Fs	.
Mais	Cc	MAIS
s'	Cs	SI
il	Pp	IL
te	Pp	TU
faut	Vvc	FAILLIR|FALLOIR
souffrir	Vvn	SOUFFRIR
,	Fw	,
au	S+Da	À+LE
moins	Nc	MOINS
,	Fw	,
cruelle	Ag	CRUEL
ardeur	Nc	ARDEUR
,	Fw	,
Fais	Vvc	FAIRE
place	Nc	PLACE|PLACÉ
à	S	À
d'	Dn	UN
autres	Ag	AUTRE
feux	Nc	FEU|FEUX
,	Fw	,
passe	Vvc	PASSER
au	S+Da	À+LE
fond	Nc	FOND
de	S	DE
mon	Ds	MON
cour	Nc	COUR
;	Fw	;
Pour	Nc	POUR
arriver	Vvn	ARRIVER
au	S+Da	À+LE
trône	Nc	TRÔNE
où	Pr	OÙ
tu	Pp	TU
pousses	Vvc	POUSSER
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
Souffre	Vvc	SOUFFRIR
qu'	Cs	QUE
à	S	À
ton	Ds	TON
secours	Nc	SECOURS
j'	Pp	JE
appelle	Vvc	APPELER
une	Dn	UN
autre	Ag	AUTRE
flamme	Nc	FLAMME
,	Fw	,
Et	Vvc	Et
puisque	Cs	PUISQUE
ton	Ds	TON
pouvoir	Nc	POUVOIR
est	Vuc	ÊTRE
trop	Rg	TROP
faible	Ag	FAIBLE
en	S	EN
ce	Dd	CE
jour	Nc	JOUR
,	Fw	,
Permets	Vvc	PERMETTRE
-moi	Vvc	-moi
d'	S	DE
emprunter	Vvn	EMPRUNTER
les	Da	LE
forces	Nc	FORCE|FORCÉ
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
.	Fs	.
Nous	Pp	NOUS
pourrons	Vvc	POUVOIR
triompher	Vvn	TRIOMPHER
encore	Rg	ENCORE
avec	S	AVEC
nos	Ds	NOTRE
armes	Nc	ARME|ARMÉ
:	Fw	:
Pour	S	POUR
tout	Di	TOUT
le	Da	LE
sang	Nc	SANG
royal	Nc	ROYAL
mon	Ds	MON
visage	Nc	VISAGE
a	Vuc	AVOIR
des	Dn	UN
charmes	Nc	CHARME
,	Fw	,
Et	Vvc	Et
je	Pp	JE
vois	Vvc	ALLER|VOIR
sous	S	SOUS
mes	Ds	MON
lois	Nc	LOI
également	Rg	ÉGALEMENT
soumis	Ge	SOUMETTRE
Et	Vvc	Et
le	Da	LE
roi	Nc	ROI
de	S	DE
Syrie	Nc	Syrie
,	Fw	,
et	Cc	ET
le	Da	LE
prince	Nc	PRINCE
son	Ds	SON
fils	Nc	FIL|FILS
.	Fs	.
Si	Cs	SI
je	Pp	JE
veux	Vvc	VOULOIR
m'	Pp	JE
abaisser	Vvn	ABAISSER
jusqu'	S	JUSQUE
à	S	À
feindre	Vvn	FEINDRE
que	Cs	QUE
j'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
Stratonice	Nc	Stratonice
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
encore	Rg	ENCORE
le	Da	LE
diadème	Nc	DIADÈME
,	Fw	,
Et	Vvc	Et
Seleucus	Vvc	Seleucus
pour	S	POUR
moi	Pp	JE
pourra	Vvc	POUVOIR
tout	Rg	TOUT
aujourd'hui	Rg	AUJOURD'HUI
,	Fw	,
Pour	Nc	POUR
peu	Rg	PEU
que	Cs	QUE
mes	Ds	MON
regards	Nc	REGARD
s'	Pp	SE
adoucissent	Vvc	ADOUCIR
pour	S	POUR
lui	Pp	IL
.	Fs	.
Le	Da	LE
sort	Nc	SORT
devait	Vvc	DEVOIR
un	Dn	UN
sceptre	Nc	SCEPTRE
au	S+Da	À+LE
sang	Nc	SANG
du	S+Da	DE+LE
grand	Ag	GRAND
Eumenes	Nc	Eumenes
,	Fw	,
Dont	Vvc	Dont
toute	Di	TOUT
la	Da	LE
chaleur	Nc	CHALEUR
a	Vuc	AVOIR
passé	Ge	PASSER
dans	S	DANS
mes	Ds	MON
veines	Nc	VEINE
,	Fw	,
Mais	Vvc	Mais
malgré	S	MALGRÉ
le	Da	LE
refus	Nc	REFUS
du	S+Da	DE+LE
sort	Nc	SORT
injurieux	Ag	INJURIEUX
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
ai	Vuc	AVOIR
pour	S	POUR
l'	Pp	IL
obtenir	Vvn	OBTENIR
besoin	Nc	BESOIN
que	Cs	QUE
de	S	DE
mes	Ds	MON
yeux	Nc	OEIL|YEUX
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
doux	Ag	DOUX
de	S	DE
porter	Vvn	PORTER
au	S+Da	À+LE
front	Nc	FRONT
une	Dn	UN
couronne	Nc	COURONNE
,	Fw	,
Quand	Nc	Quand
le	Da	LE
faveur	Nc	FAVEUR
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
en	S	EN
naissant	Ga	NAÎTRE
nous	Pp	NOUS
la	Pp	IL
donne	Vvc	DONNER
;	Fw	;
Mais	Vvc	Mais
il	Pp	IL
est	Vuc	ÊTRE
bien	Rg	BIEN
plus	Rg	PLUS
doux	Ag	DOUX
,	Fw	,
et	Cc	ET
bien	Rg	BIEN
plus	Rg	PLUS
glorieux	Ag	GLORIEUX
,	Fw	,
De	Vvc	De
la	Da	LE
devoir	Nc	DEVOIR
encore	Rg	ENCORE
à	S	À
soi	Pp	IL
-même	Vvc	-même
,	Fw	,
qu'	Cs	QUE
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
.	Fs	.
Quoi	Pt	QUE|QUOI
,	Fw	,
vous	Pp	VOUS
êtes	Vuc	ÊTRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
rêveuse	Ag	RÊVEUR
,	Fw	,
et	Cc	ET
chagrine	Ag	CHAGRIN
,	Fw	,
Dans	Vvc	Dans
un	Dn	UN
jour	Nc	JOUR
que	Cs	QUE
le	Da	LE
roi	Nc	ROI
pour	S	POUR
votre	Ds	VOTRE
hymen	Nc	HYMEN
destine	Vvc	DESTINER
?	Fs	?
Le	Da	LE
prince	Nc	PRINCE
votre	Ds	VOTRE
amant	Nc	AMANT
,	Fw	,
avec	S	AVEC
toute	Di	TOUT
la	Da	LE
cour	Nc	COUR
,	Fw	,
Dans	Vvc	Dans
les	Da	LE
murs	Nc	MUR|MURS
d'	S	DE
Antioche	Nc	Antioche
est	Vuc	ÊTRE
enfin	Rg	ENFIN
de	S	DE
retour	Nc	RETOUR
:	Fw	:
Le	Da	LE
roi	Nc	ROI
,	Fw	,
qui	Pr	QUI
doit	Vvc	DEVOIR
ce	Dd	CE
soir	Nc	SOIR
épouser	Vvn	ÉPOUSER
Stratonice	Nc	Stratonice
,	Fw	,
Veut	Vvc	VOULOIR
qu'	Cs	QUE
avec	S	AVEC
son	Ds	SON
hymen	Nc	HYMEN
le	Da	LE
vôtre	As#Ps	VÔTRE
s'	Pp	SE
accomplisse	Vvc	ACCOMPLIR
,	Fw	,
Et	Vvc	Et
son	Ds	SON
unique	Ag	UNIQUE
fils	Nc	FIL|FILS
qui	Pr	QUI
sera	Vuc	ÊTRE
votre	Ds	VOTRE
époux	Nc	ÉPOUX
Devrait	Vvc	DEVOIR
vous	Pp	VOUS
inspirer	Vvn	INSPIRER
des	Dn	UN
sentiments	Nc	SENTIMENT
plus	Rg	PLUS
doux	Ag	DOUX
.	Fs	.
Bien	Rg	BIEN
que	Cs	QUE
d'	S	DE
Antiochus	Nc	Antiochus
je	Pp	JE
me	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
adorée	Ge	ADORER
,	Fw	,
Notre	Nc	Notre
union	Nc	UNION
encore	Rg	ENCORE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
trop	Rg	TROP
assurée	Ge	ASSURER
Et	Vvc	Et
malgré	S	MALGRÉ
ses	Ds	SON
désirs	Nc	DÉSIR
,	Fw	,
et	Cc	ET
les	Da	LE
ordre	Nc	ORDRE
du	S+Da	DE+LE
roi	Nc	ROI
,	Fw	,
Notre	Nc	Notre
hymen	Nc	HYMEN
se	Pp	IL
peut	Vvc	POUVOIR
rompre	Vvn	ROMPRE
.	Fs	.
Et	Cc	ET
qui	Pr	QUI
le	Pp	IL
rompra	Vvc	ROMPRE
?	Fs	?
Moi	Pp	JE
.	Fs	.
Vous	Pp	VOUS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
le	Pp	IL
rompre	Vvn	ROMPRE
?	Fs	?
Oui	Rg	OUI
,	Fw	,
Cephise	Vvc	Cephise
,	Fw	,
moi	Pp	JE
-même	Vvc	-même
.	Fs	.
Le	Da	LE
prince	Nc	PRINCE
a	Vuc	AVOIR
du	Dp	DU
mérite	Nc	MÉRITE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
digne	Ag	DIGNE
qu'	Cs	QUE
on	Pp	ON
l'	Pp	IL
aime	Vvc	AIMER
,	Fw	,
Mais	Vvc	Mais
j'	Pp	JE
y	Pp	Y
trouve	Vvc	TROUVER
un	Dn	UN
défaut	Nc	DÉFAUT
dont	Pr	DONT
mon	Ds	MON
cour	Nc	COUR
est	Vuc	ÊTRE
gêné	Ge	GÊNER
.	Fs	.
Dieux	Nc	DIEU|DIEUX
,	Fw	,
quel	Dt	QUEL
défaut	Nc	DÉFAUT
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
couronné	Ge	COURONNER
;	Fw	;
Et	Vvc	Et
le	Da	LE
cour	Nc	COUR
que	Pr	QUE
je	Pp	JE
porte	Vvc	PORTER
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
on	Pp	ON
veut	Vvc	VOULOIR
que	Cs	QUE
je	Pp	JE
donne	Vvc	DONNER
,	Fw	,
Croit	Vvc	CROIRE|CROÎTRE
être	Vun	ÊTRE
à	S	À
trop	Rg	TROP
bas	Ag	BAS
prix	Nc	PRIX
à	S	À
moins	Rg	MOINS
d'	S	DE
une	Dn	UN
couronne	Nc	COURONNE
.	Fs	.
Mais	Cc	MAIS
vous	Pp	VOUS
pouviez	Vvc	POUVOIR
régner	Vvn	RÉGNER
en	S	EN
épousant	Ga	ÉPOUSER
le	Da	LE
roi	Nc	ROI
,	Fw	,
Avant	Ga	Avant
qu'	Cs	QUE
à	S	À
Stratonice	Nc	Stratonice
il	Pp	IL
engagea	Vvc	ENGAGER
sa	Ds	SON
foi	Nc	FOI
.	Fs	.
Vous	Pp	VOUS
avez	Vuc	AVOIR
pu	Ge	POUVOIR
choisir	Vvn	CHOISIR
du	S+Da	DE+LE
prince	Nc	PRINCE
,	Fw	,
ou	Cc	OU
de	S	DE
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
Vous	Nc	Vous
avez	Vuc	AVOIR
à	S	À
tous	Di	TOUT
deux	Nc	DEUX
également	Rg	ÉGALEMENT
su	Ge	SAVOIR
plaire	Vvn	PLAIRE
,	Fw	,
Et	Vvc	Et
si	Cs	SI
le	Da	LE
roi	Nc	ROI
pour	S	POUR
lui	Pp	IL
n'	Rp	NE
eut	Vuc	AVOIR
pas	Rg	PAS
vu	Ge	VOIR
vos	Ds	VOTRE
mépris	Nc	MÉPRIS
,	Fw	,
Il	Vvc	Il
n'	Rp	NE
aurait	Vuc	AVOIR
jamais	Rg	JAMAIS
pu	Ge	POUVOIR
vous	Pp	VOUS
céder	Vvn	CÉDER
à	S	À
son	Ds	SON
fils	Nc	FIL|FILS
.	Fs	.
Apprends	Vvc	APPRENDRE
pour	S	POUR
t'	Pp	TU
expliquer	Vvn	EXPLIQUER
ce	Dd	CE
choix	Nc	CHOIX
qu'	Pr	QUE
on	Pp	ON
m'	Pp	JE
a	Vuc	AVOIR
vu	Ge	VOIR
faire	Vvn	FAIRE
,	Fw	,
Que	Vvc	Que
j'	Pp	JE
aime	Vvc	AIMER
Antiochus	Vvc	Antiochus
et	Cc	ET
que	Cs	QUE
je	Pp	JE
hais	Vvc	HAÏR
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
Mon	Nc	Mon
cour	Nc	COUR
pour	S	POUR
Seleucus	Nc	Seleucus
,	Fw	,
malgré	S	MALGRÉ
sa	Ds	SON
passion	Nc	PASSION
Est	Vvc	Est
naturellement	Rg	NATURELLEMENT
rempli	Ge	REMPLIR
d'	S	DE
aversion	Nc	AVERSION
,	Fw	,
Et	Vvc	Et
tu	Pp	TU
sais	Vvc	SAVOIR
que	Rg	QUE
jamais	Rg	JAMAIS
un	Dn	UN
cour	Nc	COUR
n'	Rp	NE
est	Vuc	ÊTRE
bien	Rg	BIEN
le	Da	LE
maître	Nc	MAÎTRE
De	Vvc	De
ces	Dd	CE
instincts	Nc	INSTINCT
qu'	Cs	QUE
en	S	EN
nous	Pp	NOUS
la	Da	LE
Nature	Nc	NATURE
fait	Vvc	FAIRE
naître	Vvn	NAÎTRE
.	Fs	.
D'abord	Nc	D'abord
voyant	Ga	VOIR
le	Da	LE
roi	Nc	ROI
sans	S	SANS
femme	Nc	FEMME
,	Fw	,
et	Cc	ET
déjà	Rg	DÉJÀ
vieux	Ag	VIEUX
,	Fw	,
Et	Vvc	Et
le	Da	LE
prince	Nc	PRINCE
assuré	Ge	ASSURER
de	S	DE
régner	Vvn	RÉGNER
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
,	Fw	,
Je	Vvc	Je
croyais	Vvc	CROIRE
l'	Da	LE
acceptant	Nc	ACCEPTANT
,	Fw	,
toucher	Vvn	TOUCHER
au	S+Da	À+LE
diadème	Nc	DIADÈME
,	Fw	,
Fuir	Vvn	FUIR
une	Dn	UN
main	Nc	MAIN
haïe	Ge	HAÏR
,	Fw	,
obtenir	Vvn	OBTENIR
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
Et	Vvc	Et
satisfaire	Vvn	SATISFAIRE
enfin	Rg	ENFIN
dans	S	DANS
mon	Ds	MON
cour	Nc	COUR
,	Fw	,
par	S	PAR
ce	Dd	CE
choix	Nc	CHOIX
,	Fw	,
L'	Vvc	L'
ambition	Nc	AMBITION
,	Fw	,
la	Da	LE
haine	Nc	HAINE
,	Fw	,
et	Cc	ET
l'	Da	LE
amour	Nc	AMOUR
à	S	À
la	Da	LE
fois	Nc	FOI|FOIS
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
Cet	Dd	CE
espoir	Nc	ESPOIR
m'	Pp	JE
avait	Vuc	AVOIR
bien	Rg	BIEN
abusée	Ge	ABUSER
,	Fw	,
Une	Vvc	Une
autre	Pi	AUTRE
a	Vuc	AVOIR
pris	Ge	PRENDRE
la	Da	LE
main	Nc	MAIN
que	Pr	QUE
j'	Pp	JE
avais	Vuc	AVOIR
refusée	Ge	REFUSER
;	Fw	;
le	Da	LE
roi	Nc	ROI
sur	S	SUR
la	Da	LE
frontière	Nc	FRONTIÈRE
a	Vuc	AVOIR
vu	Ge	VOIR
Demetrius	Nc	Demetrius
,	Fw	,
Où	Vvc	Où
pour	S	POUR
mieux	Rg	MIEUX
confirmer	Vvn	CONFIRMER
les	Da	LE
articles	Nc	ARTICLE
conclus	Vvc	CONCLURE
,	Fw	,
Étant	Nc	Étant
sollicité	Ge	SOLLICITER
d'	S	DE
entrer	Vvn	ENTRER
dans	S	DANS
sa	Ds	SON
famille	Nc	FAMILLE
,	Fw	,
Comme	Vvc	Comme
sceau	Nc	SCEAU
de	S	DE
la	Da	LE
paix	Nc	PAIX
,	Fw	,
il	Pp	IL
a	Vuc	AVOIR
reçu	Ge	RECEVOIR
sa	Ds	SON
fille	Nc	FILLE
.	Fs	.
S'	Pp	SE
il	Pp	IL
épouse	Vvc	ÉPOUSER
ce	Dd	CE
soir	Nc	SOIR
,	Fw	,
juge	Nc	JUGE
de	S	DE
mon	Ds	MON
effroi	Nc	EFFROI
:	Fw	:
Le	Da	LE
prince	Nc	PRINCE
est	Vuc	ÊTRE
en	S	EN
péril	Nc	PÉRIL
de	S	DE
n'	Rp	NE
être	Vun	ÊTRE
jamais	Rg	JAMAIS
roi	Nc	ROI
,	Fw	,
Et	Vvc	Et
le	Da	LE
roi	Nc	ROI
peut	Vvc	POUVOIR
donner	Vvn	DONNER
,	Fw	,
pour	S	POUR
comble	Nc	COMBLE
de	S	DE
misère	Nc	MISÈRE
,	Fw	,
Des	Vvc	Des
maîtres	Nc	MAÎTRE
à	S	À
son	Ds	SON
fils	Nc	FIL|FILS
,	Fw	,
en	S	EN
lui	Pp	IL
donnant	Ga	DONNER
des	Dn	UN
frères	Nc	FRÈRE
.	Fs	.
Entre	S	ENTRE
les	Da	LE
successeurs	Nc	SUCCESSEUR
d'	S	DE
Alexandre	Nc	Alexandre
le	Da	LE
Grand	Nc	GRAND
,	Fw	,
Qui	Vvc	Qui
de	S	DE
tout	Di	TOUT
l'	Da	LE
univers	Nc	UNIVERS
fut	Vuc	ÊTRE
jadis	Rg	JADIS
conquérant	Nc	CONQUÉRANT
,	Fw	,
Je	Vvc	Je
vois	Vvc	ALLER|VOIR
Demetrius	Nc	Demetrius
dans	S	DANS
la	Da	LE
peur	Nc	PEUR
qui	Pr	QUI
m'	Pp	JE
accable	Vvc	ACCABLER
,	Fw	,
Le	Vvc	Le
plus	Rg	PLUS
entreprenant	Ag	ENTREPRENANT
,	Fw	,
et	Cc	ET
le	Da	LE
plus	Rg	PLUS
redoutable	Ag	REDOUTABLE
.	Fs	.
Il	Pp	IL
soutiendra	Vvc	SOUTENIR
sa	Ds	SON
fille	Nc	FILLE
,	Fw	,
et	Cc	ET
mettra	Vvc	METTRE
ses	Ds	SON
enfants	Nc	ENFANT
,	Fw	,
Après	Vvc	Après
la	Da	LE
mort	Nc	MORT
du	S+Da	DE+LE
roi	Nc	ROI
,	Fw	,
dans	S	DANS
le	Da	LE
trône	Nc	TRÔNE
où	Pr	OÙ
je	Pp	JE
tends	Vvc	TENDRE
,	Fw	,
Et	Vvc	Et
je	Pp	JE
serai	Vuc	ÊTRE
,	Fw	,
sans	S	SANS
prendre	Vvn	PRENDRE
une	Dn	UN
plus	Rg	PLUS
haute	Ag	HAUT
marque	Nc	MARQUE
,	Fw	,
Toujours	Vvc	Toujours
femme	Nc	FEMME
d'	S	DE
un	Dn	UN
prince	Nc	PRINCE
,	Fw	,
et	Cc	ET
jamais	Rg	JAMAIS
d'	S	DE
un	Dn	UN
monarque	Nc	MONARQUE
.	Fs	.
Je	Pp	JE
sens	Vvc	SENTIR
bien	Rg	BIEN
que	Cs	QUE
mon	Ds	MON
cour	Nc	COUR
en	S	EN
effet	Nc	EFFET
est	Vuc	ÊTRE
surpris	Ge	SURPRENDRE
De	Vvc	De
haine	Nc	HAINE
pour	S	POUR
le	Da	LE
père	Nc	PÈRE
,	Fw	,
et	Cc	ET
d'	S	DE
amour	Nc	AMOUR
pour	S	POUR
le	Da	LE
fils	Nc	FIL|FILS
;	Fw	;
Mais	Vvc	Mais
rien	Pi	RIEN
n'	Rp	NE
étant	Ga	ÊTRE
plus	Rg	PLUS
doux	Ag	DOUX
que	Cs	QUE
le	Da	LE
titre	Nc	TITRE
de	S	DE
reine	Nc	REINE|ROI
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
plus	Rg	PLUS
d'	S	DE
ambition	Nc	AMBITION
que	Cs	QUE
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
ni	Cc	NI
de	S	DE
haine	Nc	HAINE
.	Fs	.
Le	Da	LE
prince	Nc	PRINCE
quoique	Cs	QUOIQUE
aimable	Ag	AIMABLE
,	Fw	,
est	Vuc	ÊTRE
indigne	Ag	INDIGNE
de	S	DE
moi	Pp	JE
,	Fw	,
Son	Nc	SON
père	Nc	PÈRE
a	Vuc	AVOIR
peu	Rg	PEU
d'	S	DE
appas	Nc	APPAS
,	Fw	,
mais	Cc	MAIS
enfin	Rg	ENFIN
il	Pp	IL
est	Vuc	ÊTRE
roi	Nc	ROI
,	Fw	,
Et	Vvc	Et
le	Da	LE
sceptre	Nc	SCEPTRE
qu'	Pr	QUE
il	Pp	IL
tient	Vvc	TENIR
,	Fw	,
et	Cc	ET
dont	Pr	DONT
l'	Da	LE
éclat	Nc	ÉCLAT
m'	Pp	JE
emporte	Vvc	EMPORTER
,	Fw	,
Communique	Vvc	COMMUNIQUER
son	Ds	SON
charme	Nc	CHARME
à	S	À
celui	Pd	CELUI
qui	Pr	QUI
le	Da	LE
porte	Nc	PORTE|PORTÉ
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
bien	Rg	BIEN
tard	Rg	TARD
en	S	EN
l'	Da	LE
état	Nc	ÉTAT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
où	Pr	OÙ
je	Pp	JE
vous	Pp	VOUS
vois	Vvc	ALLER|VOIR
,	Fw	,
Que	Vvc	Que
vous	Pp	VOUS
entreprenez	Vvc	ENTREPRENDRE
de	S	DE
regagner	Vvn	REGAGNER
le	Da	LE
roi	Nc	ROI
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
le	Pp	IL
deviez	Vvc	DEVOIR|DÉVIER
suivre	Vvn	SUIVRE
en	S	EN
ce	Dd	CE
dernier	Ag	DERNIER
voyage	Nc	VOYAGE
,	Fw	,
Pour	Nc	POUR
détourner	Vvn	DÉTOURNER
plutôt	Rg	PLUTÔT
ce	Dd	CE
fatal	Ag	FATAL
mariage	Nc	MARIAGE
.	Fs	.
Moi	Pp	JE
,	Fw	,
voir	Vvn	VOIR
Demetrius	Nc	Demetrius
!	Fs	!
Et	Cc	ET
ne	Rp	NE
