Enfin	Rg	ENFIN
(	Fw	(
belle	Ag	BEAU
Princesse	Nc	PRINCE|PRINCESSE
)	Fw	)
après	S	APRÈS
beaucoup	Rg	BEAUCOUP
d'	S	DE
orages	Nc	ORAGE
Vous	Nc	Vous
revoyez	Vvc	REVOIR
encor	Nc	encor
ces	Dd	CE
aimables	Ag	AIMABLE
rivages	Nc	RIVAGE
,	Fw	,
Neptune	Vvc	Neptune
partisan	Ag	PARTISAN
des	S+Da	DE+LE|DE+LES
embûches	Nc	EMBÛCHE
d'	S	DE
amour	Nc	AMOUR
S'	Ag	S'
est	Vuc	ÊTRE
montré	Ge	MONTRER
favorable	Ag	FAVORABLE
à	S	À
votre	Ds	VOTRE
heureux	Ag	HEUREUX
retour	Nc	RETOUR
,	Fw	,
Son	Nc	SON
perfide	Ag	PERFIDE
élément	Nc	ÉLÉMENT
a	Vuc	AVOIR
respecté	Ge	RESPECTER
vos	Ds	VOTRE
charmes	Nc	CHARME
,	Fw	,
Et	Vvc	Et
votre	Ds	VOTRE
ravisseur	Nc	RAVISSEUR
a	Vuc	AVOIR
fléchi	Ge	FLÉCHIR
sous	S	SOUS
mes	Ds	MON
armes	Nc	ARME|ARMÉ
,	Fw	,
Qui	Vvc	Qui
n'	Rp	NE
ont	Vuc	AVOIR
pu	Ge	POUVOIR
consentir	Vvn	CONSENTIR
qu'	Cs	QUE
une	Dn	UN
Divinité	Nc	Divinité
Servît	Vvc	Servît
de	S	DE
récompense	Nc	RÉCOMPENSE
à	S	À
l'	Da	LE
infidélité	Nc	INFIDÉLITÉ
.	Fs	.
Mais	Cc	MAIS
que	Cs	QUE
cette	Dd	CE
bonté	Nc	BONTÉ
qui	Pr	QUI
vous	Pp	VOUS
rend	Vvc	RENDRE
adorable	Ag	ADORABLE
Épargne	Nc	Épargne
à	S	À
mon	Ds	MON
sujet	Nc	SUJET
un	Dn	UN
Prince	Nc	PRINCE
misérable	Ag	MISÉRABLE
.	Fs	.
Puis	Vvc	POUVOIR
qu'	Cs	QUE
Amour	Nc	AMOUR
est	Vuc	ÊTRE
l'	Da	LE
auteur	Nc	AUTEUR
du	S+Da	DE+LE
mal	Nc	MAL
qu'	Pr	QUE
il	Pp	IL
a	Vuc	AVOIR
commis	Ge	COMMETTRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
(	Fw	(
Madame	Nc	MADAME
)	Fw	)
ont	Vuc	AVOIR
fait	Ge	FAIRE
vos	Ds	VOTRE
ennemis	Nc	ENNEMI
:	Fw	:
Pardonnez	Vvc	PARDONNER
à	S	À
l'	Da	LE
offense	Nc	OFFENSE|OFFENSÉ
en	S	EN
faveur	Nc	FAVEUR
des	S+Da	DE+LE|DE+LES
complices	Nc	COMPLICE
,	Fw	,
La	Vvc	La
vie	Nc	VIE
est	Vuc	ÊTRE
quelquefois	Rg	QUELQUEFOIS
le	Da	LE
plus	Rg	PLUS
grand	Ag	GRAND
des	S+Da	DE+LE|DE+LES
supplices	Nc	SUPPLICE
;	Fw	;
Car	Nc	CAR
la	Da	LE
mort	Nc	MORT
finissant	Ga	FINIR
les	Da	LE
jours	Nc	JOUR|JOURS
d'	S	DE
un	Dn	UN
Criminel	Nc	CRIMINEL
Finit	Vvc	FINIR
un	Dn	UN
châtiment	Nc	CHÂTIMENT
qu'	Pr	QUE
ils	Pp	ILS
rendaient	Vvc	RENDRE
éternel	Ag	ÉTERNEL
.	Fs	.
Grand	Ag	GRAND
Prince	Vvc	Prince
à	S	À
qui	Pr	QUI
je	Pp	JE
dois	Vvc	DEVOIR
et	Cc	ET
l'	Da	LE
honneur	Nc	HONNEUR
et	Cc	ET
la	Da	LE
vie	Nc	VIE
Je	Ag	Je
tiens	Vvc	TENIR
puisqu'il	Cs	puisqu'il
vous	Pp	VOUS
plaît	Vvc	PLAIRE
ma	Ds	MON
vengeance	Nc	VENGEANCE
assouvie	Ge	ASSOUVIR
,	Fw	,
Et	Vvc	Et
s'	Cs	SI
il	Pp	IL
me	Pp	JE
reste	Vvc	RESTER
encor	Nc	encor
quelque	Di	QUELQUE
ressentiment	Nc	RESSENTIMENT
C'	Ag	C'
est	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
obéir	Vvn	OBÉIR
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
ai	Vuc	AVOIR
seulement	Rg	SEULEMENT
:	Fw	:
Que	Cs	QUE
sans	S	SANS
crainte	Nc	CRAINTE
Araxès	Ag	Araxès
retourne	Vvc	RETOURNER
à	S	À
Mytylène	Nc	Mytylène
Un	Vvc	Un
secret	Ag	SECRET
repentir	Vvn	REPENTIR
fera	Vvc	FAIRE|FERRER
toute	Di	TOUT
sa	Ds	SON
peine	Nc	PEINE
,	Fw	,
Et	Vvc	Et
ma	Ds	MON
direction	Nc	DIRECTION
ne	Rp	NE
rendra	Vvc	RENDRE
pas	Rg	PAS
suspect	Ag	SUSPECT
Celui	Nc	Celui
qui	Pr	QUI
pour	S	POUR
moi-même	Pp	LUI-MÊME
a	Vuc	AVOIR
manqué	Ge	MANQUER
de	S	DE
respect	Nc	RESPECT
.	Fs	.
Madame	Nc	MADAME
:	Fw	:
la	Da	LE
grandeur	Nc	GRANDEUR
des	S+Da	DE+LE|DE+LES
illustres	Ag	ILLUSTRE
courages	Nc	COURAGE
Se	Ag	Se
remarque	Vvc	REMARQUER
bien	Rg	BIEN
mieux	Rg	MIEUX
dans	S	DANS
l'	Da	LE
oubli	Nc	OUBLI
des	S+Da	DE+LE|DE+LES
outrages	Nc	OUTRAGE
,	Fw	,
Qu'	Vvc	Qu'
alors	Rg	ALORS
que	Cs	QUE
la	Da	LE
rigueur	Nc	RIGUEUR
de	S	DE
leurs	Ds	LEUR
justes	Ag	JUSTE
arrêts	Nc	ARRÊT
Sur	Nc	Sur
quelque	Di	QUELQUE
Criminel	Ag	CRIMINEL
venge	Vvc	VENGER
leurs	Ds	LEUR
intérêts	Nc	INTÉRÊT
:	Fw	:
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
que	Cs	QUE
je	Pp	JE
veuille	Vvc	VOULOIR
autoriser	Vvn	AUTORISER
sa	Ds	SON
faute	Nc	FAUTE
,	Fw	,
Ou	Vvc	Ou
prendre	Vvn	PRENDRE
le	Da	LE
parti	Nc	PARTI
d'	S	DE
une	Dn	UN
audace	Nc	AUDACE
si	Rg	SI
haute	Ag	HAUT
;	Fw	;
Mais	Vvc	Mais
déjà	Rg	DÉJÀ
son	Ds	SON
supplice	Nc	SUPPLICE
à	S	À
son	Ds	SON
crime	Nc	CRIME
